sample	UNINA_SM_2025__SRR32641857	UNINA_SM_2025__SRR32641859	UNINA_SM_2025__SRR32641868	UNINA_SM_2025__SRR32641869	UNINA_SM_2025__SRR32641870	UNINA_SM_2025__SRR32641871	UNINA_SM_2025__SRR32641873	UNINA_SM_2025__SRR32641874	UNINA_SM_2025__SRR32641875	UNINA_SM_2025__SRR32641876	UNINA_SM_2025__SRR32641880	UNINA_SM_2025__SRR32641881	UNINA_SM_2025__SRR32641884	UNINA_SM_2025__SRR34820913	UNINA_SM_2025__SRR34820921	UNINA_SM_2025__SRR34820932	UNINA_SM_2025__SRR34820943	UNINA_SM_2025__SRR34820954	UNINA_SM_2025__SRR34820965	UNINA_SM_2025__SRR34820967	UNINA_SM_2025__SRR34820968	UNINA_SM_2025__SRR34820969	UNINA_SM_2025__SRR34820970	UNINA_SM_2025__SRR34820971	UNINA_SM_2025__SRR34820972	UNINA_SM_2025__SRR34820973	UNINA_SM_2025__SRR34820974	UNINA_SM_2025__SRR34820975	UNINA_SM_2025__SRR34820976	UNINA_SM_2025__SRR34820977	UNINA_SM_2025__SRR34820978	UNINA_SM_2025__SRR34820979	UNINA_SM_2025__SRR34820980	UNINA_SM_2025__SRR34820981	UNINA_SM_2025__SRR34820982	UNINA_SM_2025__SRR34820983	UNINA_SM_2025__SRR34820984	UNINA_SM_2025__SRR34820985	UNINA_SM_2025__SRR34820986	UNINA_SM_2025__SRR34820987	UNINA_SM_2025__SRR34820988	UNINA_SM_2025__SRR34820989	UNINA_SM_2025__SRR34820990	UNINA_SM_2025__SRR34820991	UNINA_SM_2025__SRR34820992	UNINA_SM_2025__SRR34820993	UNINA_SM_2025__SRR34820994	UNINA_SM_2025__SRR34820995	UNINA_SM_2025__SRR34820996	UNINA_SM_2025__SRR34820997	UNINA_SM_2025__SRR34820998	UNINA_SM_2025__SRR34820999	UNINA_SM_2025__SRR34821000	UNINA_SM_2025__SRR34821001	UNINA_SM_2025__SRR34821002	UNINA_SM_2025__SRR34821003	UNINA_SM_2025__SRR34821004	UNINA_SM_2025__SRR34821005	UNINA_SM_2025__SRR34821006	UNINA_SM_2025__SRR34821007	UNINA_SM_2025__SRR34821008	UNINA_SM_2025__SRR34821009	UNINA_SM_2025__SRR34821010	UNINA_SM_2025__SRR34821011	UNINA_SM_2025__SRR34821012	UNINA_SM_2025__SRR34821013	UNINA_SM_2025__SRR34821014	UNINA_SM_2025__SRR34821015	UNINA_SM_2025__SRR34821016	UNINA_SM_2025__SRR34821017	UNINA_SM_2025__SRR34821018	UNINA_SM_2025__SRR34821019	UNINA_SM_2025__SRR34821020	UNINA_SM_2025__SRR34821021	UNINA_SM_2025__SRR34821022	UNINA_SM_2025__SRR34821023	UNINA_SM_2025__SRR34821024	UNINA_SM_2025__SRR34821025	UNINA_SM_2025__SRR34821026	UNINA_SM_2025__SRR34821027	UNINA_SM_2025__SRR34821028	UNINA_SM_2025__SRR34821029	UNINA_SM_2025__SRR34821030	UNINA_SM_2025__SRR34821031	UNINA_SM_2025__SRR34821032	UNINA_SM_2025__SRR34821033	UNINA_SM_2025__SRR34821034	UNINA_SM_2025__SRR34821035	UNINA_SM_2025__SRR34821036	UNINA_SM_2025__SRR34821037	UNINA_SM_2025__SRR34821038	UNINA_SM_2025__SRR34821039	UNINA_SM_2025__SRR34821040	UNINA_SM_2025__SRR34821041	UNINA_SM_2025__SRR34821042	UNINA_SM_2025__SRR34821043	UNINA_SM_2025__SRR34821044	UNINA_SM_2025__SRR34821045	UNINA_SM_2025__SRR34821046	UNINA_SM_2025__SRR34821047	UNINA_SM_2025__SRR34821048	UNINA_SM_2025__SRR34821049	UNINA_SM_2025__SRR34821050	UNINA_SM_2025__SRR34821051	UNINA_SM_2025__SRR34821052	UNINA_SM_2025__SRR34821053	UNINA_SM_2025__SRR34821054	UNINA_SM_2025__SRR34821055	UNINA_SM_2025__SRR34821056	UNINA_SM_2025__SRR34821057	UNINA_SM_2025__SRR34821058	UNINA_SM_2025__SRR34821059	UNINA_SM_2025__SRR34821060	UNINA_SM_2025__SRR34821061	UNINA_SM_2025__SRR34821062	UNINA_SM_2025__SRR34821063	UNINA_SM_2025__SRR34821064	UNINA_SM_2025__SRR34821065	UNINA_SM_2025__SRR34821066	UNINA_SM_2025__SRR34821067	UNINA_SM_2025__SRR34821068	UNINA_SM_2025__SRR34821069	UNINA_SM_2025__SRR34821070	UNINA_SM_2025__SRR34821071	UNINA_SM_2025__SRR34821072	UNINA_SM_2025__SRR34821073	UNINA_SM_2025__SRR34821074	UNINA_SM_2025__SRR34821075	UNINA_SM_2025__SRR34821076	UNINA_SM_2025__SRR34821077	UNINA_SM_2025__SRR34821078	UNINA_SM_2025__SRR34821079
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp_D43FB|t__SGB11604	0.0	0.12352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11577	0.65796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_facilis|t__SGB12696	0.0	0.05058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0389	0.2418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__SGB15904	0.0	0.04306	0.0	0.00603	0.037	0.00132	0.00458	0.0	0.0	0.0	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.01613	0.0024	0.0	0.0	0.0	0.0	0.0	0.4864	0.12411	0.0	0.0	0.0	0.0	0.00927	0.0	0.0	0.0	0.0	0.15532	0.0	0.0	0.0	0.0	0.0	0.50495	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0818	0.0	0.00212	0.0	0.0	0.00013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04735	0.0	0.01068	0.0	0.0	0.0	0.0	0.0	0.02529	0.0	0.06652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.00852	0.00047	0.0	0.0	0.0	0.0	0.4468	1.54789	0.00419	0.55925
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Curvibacter|s__Curvibacter_delicatus|t__SGB32537	0.0	0.0371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_paradoxus|t__SGB12757	0.0	0.03552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02162	0.17271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_celer|t__SGB10449	0.0	0.03549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04445	0.01084	0.0	0.0	0.0	0.0564	0.0	0.0	0.0	0.03087	0.0	0.00677	0.0	0.0	0.01282	0.00732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08654	0.0	0.0	0.0	0.09367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00924
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_alimentarius|t__SGB10455	0.0	0.03391	0.0	0.0	0.00114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01708	0.0	0.0	0.51416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25586	0.00731	0.0	0.0	0.67209	0.02219	0.0	0.0	0.0248	0.0	0.0	0.0	0.0	0.0	1.69815	0.34013	0.0	0.0	0.0	0.00757	0.0	0.01349	0.03909	0.0	0.41119	0.0	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04103	0.0	0.0	0.0	0.0	0.0	0.00259	0.0	0.0	0.0	0.07549	0.0	0.0	0.0	0.01232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_helleri|t__SGB12098	0.0	0.01943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01642	0.0	0.04169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00241	0.21802	0.11824	0.01498	0.0	18.54502	0.0	0.0	0.44106	0.00299	0.0	0.14311	0.39358	0.0	0.26877	0.0	0.0	0.0	0.0	0.00196	0.0	0.06028	0.0	0.00864	0.0	0.0	0.0	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0136	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB213469|t__SGB213469	0.0	0.01684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae|g__Phreatobacter|s__Phreatobacter_oligotrophus|t__SGB24414	0.0	0.01396	0.0	0.0	0.0	0.0	0.01792	0.00218	0.0	0.0	0.0	0.00367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB134162|s__GGB134162_SGB178587|t__SGB178587	0.0	0.0111	0.0	0.0014	0.00121	0.00135	0.0082	0.00109	0.00241	0.00024	0.00734	0.06803	0.00502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Deinococcota|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_geothermalis|t__SGB17552	0.0	0.00848	0.00065	0.0	0.04667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_persicinum|t__SGB111585	0.0	0.00504	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Debaryomyces|s__Debaryomyces_hansenii_group_1|t__EUK4959_1	0.0	0.00483	0.00727	0.02037	0.0	0.0	0.0	0.0	0.0	0.00248	0.1153	0.0	0.03008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.28263	10.0543	0.00161	0.02809	0.00649	0.00164	0.0	0.0	0.0	0.0	0.0	0.0	0.08566	0.0	3.00014	0.0	0.0	0.76353	0.05906	0.0	0.0	0.16079	0.0	0.00169	0.0	0.0	0.0	0.0	0.0	0.0	0.52878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04302	0.0	0.0	0.0	0.05318	0.0	0.0	0.0375	0.00341	0.0	0.0	0.0	0.00948	0.01512	0.0	0.0	0.17476	0.2081	0.0	0.0	0.0	0.01575	0.01252	0.0	0.0	0.0	0.0	0.0	0.01508	0.0	0.0	0.0	0.00295	0.00107	0.0	0.0	0.0	0.0	0.00763	0.0	0.0	0.0	0.0	0.0	0.0	1.82412	0.0	0.0	0.0	0.0	0.0	0.07712	0.0	0.01202	0.0	0.0	0.08444	0.0	0.00138	0.0	0.05059	0.0	0.0	0.0	0.00546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632	0.0	0.00446	8e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00028	0.0	0.0	0.0	0.00096	0.02028	0.00728	0.0	0.0	0.0	0.0	0.0	0.00087	0.0	0.0105	0.0	0.0	0.00887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0479	0.0	0.0	0.0	9.72138	0.0	0.0	0.00042	0.0	0.00358	0.0	0.29791	0.0	0.0	0.00213	0.0	0.00031	0.0	0.10487	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.01254	0.0	0.00071	0.0	0.0	0.28466	0.0	0.0	0.0	0.06664	0.0	0.0	0.03908	0.02586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53171	1.01559	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Pseudochrobactrum|s__Pseudochrobactrum_sp_sp1633|t__SGB125315	0.0	0.00414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus|t__SGB7169	0.0	0.0037	0.0009	0.0	0.0026	0.0	0.0	0.01187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05815	0.0	0.0	0.0	0.02658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.54389	0.0	0.0	0.0	0.02103	0.0	0.0	0.0	0.3145	0.0	0.0	0.0	0.85315	0.0	0.0	0.0	0.0	0.0	0.0	0.04332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13072	0.0	0.01237	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_intermedia|t__SGB31156	0.0	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00497	0.0	0.0	0.11341	0.08681	0.26577	0.01367	0.74231	0.0	0.0	0.02325	0.04262	0.0	0.00068	0.0485	0.0	0.0	0.0	0.0	0.0	0.13819	0.00232	0.0	0.0278	0.06941	0.40058	0.03071	0.0102	0.40287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
