sample	MASTER_WP4_FFoQSI_2__VB01-23	MASTER_WP4_FFoQSI_2__VB01-24	MASTER_WP4_FFoQSI_2__VB01-25	MASTER_WP4_FFoQSI_2__VB01-26	MASTER_WP4_FFoQSI_2__VB01-27	MASTER_WP4_FFoQSI_2__VB01-28	MASTER_WP4_FFoQSI_2__VB01-29	MASTER_WP4_FFoQSI_2__VB01-30	MASTER_WP4_FFoQSI_2__VB03-20	MASTER_WP4_FFoQSI_2__VB03-21	MASTER_WP4_FFoQSI_2__VB03-23	MASTER_WP4_FFoQSI_2__VB03-24	MASTER_WP4_FFoQSI_2__VB03-25	MASTER_WP4_FFoQSI_2__VB03-26	MASTER_WP4_FFoQSI_2__VB03-27	MASTER_WP4_FFoQSI_2__VB03-28	MASTER_WP4_FFoQSI_2__VB03-29	MASTER_WP4_FFoQSI_2__VB03-30	MASTER_WP4_FFoQSI_2__VB04-20	MASTER_WP4_FFoQSI_2__VB04-21	MASTER_WP4_FFoQSI_2__VB04-23	MASTER_WP4_FFoQSI_2__VB04-24	MASTER_WP4_FFoQSI_2__VB04-25	MASTER_WP4_FFoQSI_2__VB04-26	MASTER_WP4_FFoQSI_2__VB04-27	MASTER_WP4_FFoQSI_2__VB04-28	MASTER_WP4_FFoQSI_2__VB04-29	MASTER_WP4_FFoQSI_2__VB05-20	MASTER_WP4_FFoQSI_2__VB05-21	MASTER_WP4_FFoQSI_2__VB05-22	MASTER_WP4_FFoQSI_2__VB05-23	MASTER_WP4_FFoQSI_2__VB05-24	MASTER_WP4_FFoQSI_2__VB05-25	MASTER_WP4_FFoQSI_2__VB05-26	MASTER_WP4_FFoQSI_2__VB05-27	MASTER_WP4_FFoQSI_2__VB05-28	MASTER_WP4_FFoQSI_2__VB05-29	MASTER_WP4_FFoQSI_2__VB05-30	MASTER_WP4_FFoQSI_2__VB06-20	MASTER_WP4_FFoQSI_2__VB06-21	MASTER_WP4_FFoQSI_2__VB06-23	MASTER_WP4_FFoQSI_2__VB06-24	MASTER_WP4_FFoQSI_2__VB06-25	MASTER_WP4_FFoQSI_2__VB06-26	MASTER_WP4_FFoQSI_2__VB06-27	MASTER_WP4_FFoQSI_2__VB06-28	MASTER_WP4_FFoQSI_2__VB06-29	MASTER_WP4_FFoQSI_2__VB06-30	MASTER_WP4_FFoQSI_2__VB08-20	MASTER_WP4_FFoQSI_2__VB08-21	MASTER_WP4_FFoQSI_2__VB08-22	MASTER_WP4_FFoQSI_2__VB08-23	MASTER_WP4_FFoQSI_2__VB08-24	MASTER_WP4_FFoQSI_2__VB08-25	MASTER_WP4_FFoQSI_2__VB08-26	MASTER_WP4_FFoQSI_2__VB08-27	MASTER_WP4_FFoQSI_2__VB08-28	MASTER_WP4_FFoQSI_2__VB08-30	MASTER_WP4_FFoQSI_2__VB10-20	MASTER_WP4_FFoQSI_2__VB10-21	MASTER_WP4_FFoQSI_2__VB10-22	MASTER_WP4_FFoQSI_2__VB10-23	MASTER_WP4_FFoQSI_2__VB10-25	MASTER_WP4_FFoQSI_2__VB10-26	MASTER_WP4_FFoQSI_2__VB10-27	MASTER_WP4_FFoQSI_2__VB10-28	MASTER_WP4_FFoQSI_2__VB10-29	MASTER_WP4_FFoQSI_2__VB10-30	MASTER_WP4_FFoQSI_2__VB11-20	MASTER_WP4_FFoQSI_2__VB11-21	MASTER_WP4_FFoQSI_2__VB11-22	MASTER_WP4_FFoQSI_2__VB11-23	MASTER_WP4_FFoQSI_2__VB11-25	MASTER_WP4_FFoQSI_2__VB11-26	MASTER_WP4_FFoQSI_2__VB11-27	MASTER_WP4_FFoQSI_2__VB11-28	MASTER_WP4_FFoQSI_2__VB11-29	MASTER_WP4_FFoQSI_2__VB11-30	MASTER_WP4_FFoQSI_2__VB15-20	MASTER_WP4_FFoQSI_2__VB15-21	MASTER_WP4_FFoQSI_2__VB15-22	MASTER_WP4_FFoQSI_2__VB15-23	MASTER_WP4_FFoQSI_2__VB15-24	MASTER_WP4_FFoQSI_2__VB15-25	MASTER_WP4_FFoQSI_2__VB15-26	MASTER_WP4_FFoQSI_2__VB15-27	MASTER_WP4_FFoQSI_2__VB15-28	MASTER_WP4_FFoQSI_2__VB15-29	MASTER_WP4_FFoQSI_2__VB15-30	MASTER_WP4_FFoQSI_2__VB16-20	MASTER_WP4_FFoQSI_2__VB16-21	MASTER_WP4_FFoQSI_2__VB16-22	MASTER_WP4_FFoQSI_2__VB16-23	MASTER_WP4_FFoQSI_2__VB16-24	MASTER_WP4_FFoQSI_2__VB16-25	MASTER_WP4_FFoQSI_2__VB16-26	MASTER_WP4_FFoQSI_2__VB16-27	MASTER_WP4_FFoQSI_2__VB16-28	MASTER_WP4_FFoQSI_2__VB16-29	MASTER_WP4_FFoQSI_2__VB16-30
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_proteamaculans|t__SGB10258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_saprophyticus|t__SGB7848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42528	0.0	0.0	0.0	0.0	0.0	0.03321	0.11422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_succinus|t__SGB7842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.69809	0.29573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00788	0.00016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.70576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Nocardiopsis|s__Nocardiopsis_sp_JB363|t__SGB16395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50357	0.37097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45527	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.0	0.0	0.04359	0.03939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00721	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_SGB69237|t__SGB69237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17818	0.12263
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Citricoccus|s__Citricoccus_SGB98783|t__SGB98783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_lentus|t__SGB7817	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03123	0.06511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Dietziaceae|g__Dietzia|s__Dietzia_SGB66233|t__SGB66233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00283	0.3917	0.43636
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_glyciniphilum|t__SGB38105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00825	0.00691
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	26.64377	33.63571	24.90749	36.59851	83.6015	83.38039	0.00931	0.01116	0.0	70.67315	97.65814	97.55273	99.13125	99.17495	60.31417	57.01364	0.0	0.0	0.0	58.76283	3.5043	4.4098	6.74056	7.96902	29.48146	28.31493	0.00733	0.0	93.93476	14.64954	19.9682	16.82682	26.53829	19.99797	12.956	8.82309	0.0	0.0	0.0	83.96228	36.61388	35.29494	37.68786	46.50597	56.67573	59.13706	0.01565	0.04006	0.0	98.39612	58.52205	43.44836	56.30011	50.72725	50.9304	27.01844	34.23975	0.03359	0.0	99.82811	49.45829	40.99355	49.76476	58.87585	58.65933	59.88954	0.15452	0.02936	0.0	73.78109	0.3339	26.34607	30.3807	24.54916	46.32255	43.67489	0.01135	0.00251	0.0	97.00534	23.0458	25.96405	22.36966	30.97569	30.74545	60.91093	48.56542	0.0076	0.04092	0.0	99.60263	6.36173	0.0	20.6468	41.61495	36.95952	26.95992	21.9811	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia_marina|t__SGB11854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16897	0.0848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01624	0.02077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00092	0.0	0.0	0.0	0.0	0.0	0.0	0.05544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii|t__SGB7020	73.04566	65.91781	74.39438	63.03636	10.2739	10.77803	0.01308	0.02039	0.0	1.61302	2.15839	2.23664	0.58432	0.57242	31.22655	33.96539	0.0	0.0	0.0	1.43127	95.90419	94.97243	92.02755	90.29351	51.0154	54.37044	0.0	0.0	5.88354	1.52904	79.86663	83.07738	60.00043	79.92762	73.51369	71.47028	0.0	0.00075	0.0	0.26583	63.25394	64.65258	61.71433	52.55528	39.39738	31.58635	0.00448	0.01473	0.0	0.58805	3.14208	56.22257	41.86392	47.21411	47.17794	70.09847	60.1503	0.00922	0.0	0.16163	5.31044	58.58191	50.23524	40.96755	27.8869	26.77932	0.01197	0.0	0.0	0.32151	0.27563	71.26961	66.86162	73.03312	42.3526	46.81059	0.0	0.0	0.0	0.56697	37.41504	71.25923	75.57377	65.51401	66.56755	28.8275	39.67087	0.0	0.00884	0.0	0.31222	21.62474	100.0	79.2585	58.21476	62.91055	57.51437	62.32211	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia_amphilecti|t__SGB11853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Luteimonas|s__Luteimonas_SGB69224|t__SGB69224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_halocasei|t__SGB2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00675	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__GGB71750|s__GGB71750_SGB98711|t__SGB98711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02386	0.02612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00192	0.00146	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00844	0.01543
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB71983|s__GGB71983_SGB99036|t__SGB99036	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.03027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06989	0.06336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00295	0.0	0.0	0.0	0.00916	0.01759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.00015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16673	0.06144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Tissierellaceae|g__GGB71279|s__GGB71279_SGB97356|t__SGB97356	0.0	0.0	0.0	0.0	0.0	0.0	0.04476	0.06992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00165	0.00348	0.00058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	0.02112	0.0	0.0	0.0	0.43138	0.49852	0.0	0.0	0.0	0.0	0.0	0.01568	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.03514	0.01882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00626	0.01932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05266	0.04378
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter|s__Salegentibacter_SGB97747|t__SGB97747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Oceanisphaera|s__Oceanisphaera_SGB99721|t__SGB99721	0.0	0.0	0.0	0.0	0.0	0.0	0.13164	0.13256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01049	0.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB5659|o__OFGB5659|f__FGB5659|g__GGB71190|s__GGB71190_SGB96928|t__SGB96928	0.0	0.0	0.0	0.0	0.0	0.0	0.01498	0.03391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06895	0.09361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04175	0.00629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00662	0.01132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Chromohalobacter|s__Chromohalobacter_japonicus|t__SGB11855_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01138	0.0322	0.0	0.0	0.99675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.69704	0.0	0.0	0.0	0.0	0.0	0.0585	0.10512	0.0	0.0	1.12232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.68599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_vitulinus|t__SGB7820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.15798	0.0017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
