clade_name	LeonardSR_2015__SRR2177250	LeonardSR_2015__SRR2177251	LeonardSR_2015__SRR2177280	LeonardSR_2015__SRR2177281	LeonardSR_2015__SRR2177282	LeonardSR_2015__SRR2177283	LeonardSR_2015__SRR2177284	LeonardSR_2015__SRR2177285	LeonardSR_2015__SRR2177286	LeonardSR_2015__SRR2177287	LeonardSR_2015__SRR2177288	LeonardSR_2015__SRR2177357	LeonardSR_2015__SRR2177358	LeonardSR_2015__SRR2177359	LeonardSR_2015__SRR2177360	LeonardSR_2015__SRR2177361
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_reactans|t__SGB12146	0.01527	0.0	0.0	0.0	0.0	0.0	0.1014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Saccharibacillus|s__Saccharibacillus_brassicae|t__SGB82403	0.01216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07243	0.09165	0.02849	0.0	0.1423	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_hygromyciniae|t__SGB206560	0.01185	0.0	0.0	0.03476	0.0	0.0	0.01783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_rivi|t__SGB10243	0.01156	0.0	0.0	0.0	0.0	0.0	0.02995	0.0	0.0	0.0	0.0	0.01017	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis|t__SGB10135	0.01053	0.0	0.0	0.0	0.09689	0.0	0.0	0.54022	0.20178	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB99154	0.01041	0.0	0.0	0.0	0.0	0.0	0.05619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_sp_KRL4|t__SGB206138	0.00779	0.18234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18194	0.03792	0.02642	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_morbosilactucae|t__SGB33143	0.00538	0.0	0.0	0.0	0.0	0.0	0.02272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_mangrovi|t__SGB30806	0.00171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_artemiae|t__SGB30000	0.0	0.23513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25273	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_artemiae|t__SGB206136	0.0	0.09071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08204	0.00203	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_inhibens|t__SGB7907	0.0	0.07804	0.0	0.19975	0.0	0.0	0.0	0.0	0.0	0.05976	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_paralactis|t__SGB12129	0.0	0.07079	0.06081	0.30395	0.0	0.06495	0.04781	0.0	0.0	0.07197	0.11022	0.24892	0.18653	0.1445	0.05532	0.06943
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis|t__SGB7989	0.0	0.07041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lundensis|t__SGB12101	0.0	0.06367	0.06472	0.0	0.0	0.0	0.0	0.0	0.0	0.03546	0.09639	0.06179	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Duganella|s__Duganella_phyllosphaerae|t__SGB12865	0.0	0.05234	0.0	2.17854	0.0	0.0	0.04778	0.0	0.0	0.04023	0.87943	1.13716	0.71367	0.0	0.22704	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lurida|t__SGB12150	0.0	0.04945	0.0	0.35213	0.0	0.08436	0.0	0.0	0.0	0.0	0.0	0.00446	0.0	0.00569	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_viridans|t__SGB7906	0.0	0.04787	0.0	0.23506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Erwinia|s__Erwinia_persicina|t__SGB81785	0.0	0.04266	0.11432	0.24501	0.01163	0.0	0.0	0.0	0.0	0.02319	0.09963	0.17274	0.72624	0.0	0.03646	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_zeae|t__SGB12204	0.0	0.04154	0.0	0.69906	0.0	0.0	0.04208	0.0	0.0	0.03278	0.0	0.01136	0.0	0.06789	0.0	0.05453
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_canadensis|t__SGB12147	0.0	0.03968	0.0	0.57614	0.0	0.0	0.07259	0.0	0.0	0.0	0.08209	0.07879	0.0	0.01375	0.01938	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Duffyella|s__Duffyella_gerundensis|t__SGB10195	0.0	0.03555	0.15332	0.0	0.0	0.0214	0.0	0.0	0.0	0.10375	0.0956	0.23015	0.27362	0.0497	0.06102	0.03708
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_3781|t__SGB31327	0.0	0.03484	0.0	0.27513	0.0	0.0	0.0	0.0	0.0	0.04596	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_monsensis|t__SGB22797	0.0	0.02655	0.0	0.07483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Sanguibacteraceae|g__Sanguibacter|s__Sanguibacter_biliveldensis|t__SGB16047	0.0	0.02627	0.0	0.39407	0.0	0.0	0.01095	0.0	0.0	0.02021	0.15541	0.18644	0.16659	0.0	0.07785	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_jeotgali|t__SGB7908	0.0	0.02455	0.0	0.25385	0.0	0.0	0.0	0.0	0.0	0.00757	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_bingmayongensis|t__SGB30175	0.0	0.02261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86732	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_faeni|t__SGB87848	0.0	0.01862	0.0	1.1895	0.0	0.0	0.0	0.0	0.0	0.02266	0.1274	0.15529	0.11908	0.0	0.0293	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_CFBP_13603|t__SGB24636	0.0	0.01761	0.0	1.9597	0.0	0.0	0.0	0.0	0.0	0.00166	0.956	1.33953	0.99556	0.0	0.12688	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_lividum|t__SGB12848_group	0.0	0.01616	0.0	0.38364	0.0	0.0	0.0	0.0	0.0	0.0	0.25522	0.0	0.07084	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_rhodesiae|t__SGB12121	0.0	0.01539	0.0	0.13258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_JUb115|t__SGB23757	0.0	0.01414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_kitaguniensis|t__SGB12116	0.0	0.01314	0.0	0.20514	0.0	0.0	0.0	0.0	0.0	0.0	1.32386	8.14163	2.11284	0.0	1.21913	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_halotolerans|t__SGB7787	0.0	0.01127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94362	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_orientalis|t__SGB206562	0.0	0.01071	0.0	0.09183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_yamanorum|t__SGB12118	0.0	0.00716	0.0	0.22539	0.0	0.0	0.0	0.0	0.0	0.0	0.07245	0.06499	0.00604	0.77235	0.01539	0.03226
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_synxantha|t__SGB12128	0.0	0.00664	0.0	0.13061	0.0	0.02194	0.0	0.0	0.0	0.00576	0.0	0.02093	0.0	0.11836	0.0	0.24699
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_alimentarius|t__SGB10455	0.0	0.0051	0.0	4.36979	0.0	0.0	0.0	0.0	0.0	0.32639	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_spizizenii|t__SGB7791_group	0.0	0.00488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_aurantiaca|t__SGB11661	0.0	0.00479	0.0	0.31435	0.0	0.0	0.0	0.0	0.0	0.0	0.18994	0.22811	0.13722	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_crudilactis|t__SGB33167	0.0	0.00365	0.0	0.16845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00327
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_endophyticum|t__SGB16817	0.0	0.00305	0.0	0.47399	0.0	0.0	0.0	0.0	0.0	0.0	0.11896	0.17651	0.11201	0.0	0.019	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_sp_17_4|t__SGB7905	0.0	0.00291	0.0	0.01708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB33045	0.0	0.00289	0.0	0.51563	0.0	0.0	0.0	0.0	0.0	0.00688	3.49603	2.97252	2.08859	0.0	0.64137	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus_sp_Marseille_P9653|t__SGB109724	0.0	0.00283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_graminis|t__SGB12069	0.0	0.0027	0.0	0.0956	0.0	0.0	0.0	0.0	0.0	0.0	0.01928	0.01855	0.01612	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Paenarthrobacter|s__Paenarthrobacter_sp_CM16|t__SGB88023	0.0	0.00225	0.0	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_aerolata|t__SGB11652	0.0	0.00107	0.0	0.56808	0.0	0.0	0.0	0.0	0.0	0.0	0.04618	0.09405	0.06823	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_AFG7_2|t__SGB16725	0.0	0.00075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_granadensis|t__SGB12192	0.0	0.0	0.41758	0.0	0.0	0.284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_amnigena|t__SGB10142	0.0	0.0	0.3816	0.0	0.21034	0.0	0.0	0.0951	0.0	0.06234	0.51749	0.20269	0.33831	0.0	0.28079	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_baltica|t__SGB10320_group	0.0	0.0	0.10767	0.0	0.0	0.24831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_helleri|t__SGB12098	0.0	0.0	0.06594	0.04102	0.0	0.30049	0.0	0.0	0.0	0.0	0.06931	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB206559	0.0	0.0	0.06132	0.11955	0.0	0.2064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_variigena|t__SGB31278	0.0	0.0	0.04931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13882	0.0	0.23202
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_endophytica|t__SGB12099	0.0	0.0	0.02527	0.233	0.0	0.13687	0.0	0.0	0.0	0.0	0.35531	0.07071	0.0671	0.0	0.00055	0.02098
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB22767	0.0	0.0	0.0064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_sp_CFBP9032|t__SGB196086	0.0	0.0	0.0	0.87606	0.0	0.0	0.0	0.0	0.0	0.0	0.00291	0.01187	0.0024	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter_flavus|t__SGB16794	0.0	0.0	0.0	0.69331	0.0	0.0	0.0	0.0	0.0	0.0	0.04614	0.09135	0.00203	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_indoltheticum|t__SGB2564	0.0	0.0	0.0	0.67682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12879	0.00863	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_flevense|t__SGB3015	0.0	0.0	0.0	0.50143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_CFBP_13729|t__SGB34974	0.0	0.0	0.0	0.35123	0.0	0.0	0.0	0.0	0.0	0.00302	0.00238	0.03565	0.01249	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacteraceae_unclassified|s__Oxalobacteraceae_sp_CFBP_13708|t__SGB88560	0.0	0.0	0.0	0.32342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_rhizophila|t__SGB32943	0.0	0.0	0.0	0.30306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_Leaf141|t__SGB16723	0.0	0.0	0.0	0.24111	0.0	0.0	0.0	0.0	0.0	0.0	0.07525	0.04344	0.007	0.0	0.0021	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_faeni|t__SGB16814	0.0	0.0	0.0	0.22682	0.0	0.0	0.0	0.0	0.0	0.01381	0.05722	0.05187	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_aurea|t__SGB88561	0.0	0.0	0.0	0.20712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01577	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_graminis|t__SGB33035	0.0	0.0	0.0	0.18983	0.0	0.1614	0.0	0.0	0.0	0.0	0.06615	0.10588	0.0497	0.0	0.00708	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_sp_CY350|t__SGB194915	0.0	0.0	0.0	0.18184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae|t__SGB12092	0.0	0.0	0.0	0.16608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05733	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium|t__SGB31705	0.0	0.0	0.0	0.16415	0.0	0.0	0.0	0.0	0.0	0.0	0.14467	0.26851	0.12581	0.0	0.00088	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_faecium|t__SGB21831	0.0	0.0	0.0	0.1558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0113	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_syringae|t__SGB33047	0.0	0.0	0.0	0.13505	0.0	0.0	0.0	0.0	0.0	0.01683	0.68041	1.03052	0.64058	0.0	0.2412	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_extremorientalis|t__SGB12148	0.0	0.0	0.0	0.12794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_ardleyensis|t__SGB16746	0.0	0.0	0.0	0.12718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae|g__Rhodococcoides|s__Rhodococcoides_fascians|t__SGB15814	0.0	0.0	0.0	0.12222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__Bacteria_unclassified|s__bacterium|t__SGB11653	0.0	0.0	0.0	0.11904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_CFBP_8751|t__SGB16813	0.0	0.0	0.0	0.11138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Plantibacter|s__Plantibacter_sp_Leaf1|t__SGB16793	0.0	0.0	0.0	0.0808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02838	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Massilia|s__Massilia_aurea|t__SGB206677	0.0	0.0	0.0	0.07204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Paracoccus|s__Paracoccus_marcusii|t__SGB10707	0.0	0.0	0.0	0.07039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_viridiflava|t__SGB33044	0.0	0.0	0.0	0.06531	0.0	0.0	0.0	0.0	0.0	0.0	0.05247	0.14595	0.03559	0.0	0.0142	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_ovata|t__SGB12258	0.0	0.0	0.0	0.0485	0.0	0.0	0.0	0.0	0.0	0.0	0.73718	0.27401	0.14193	0.0	0.08428	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_PvP032|t__SGB93185	0.0	0.0	0.0	0.04615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_ISL_103|t__SGB93159	0.0	0.0	0.0	0.04562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacteraceae_unclassified|s__Oxalobacteraceae_sp_CFBP_13730|t__SGB88562	0.0	0.0	0.0	0.04216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_hydrocarbonoxydans|t__SGB78972	0.0	0.0	0.0	0.03956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_chelatiphaga|t__SGB12446	0.0	0.0	0.0	0.02581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
