sample	CM_UNINA_FFOOD__FFOOD_223	CM_UNINA_FFOOD__FFOOD_224	CM_UNINA_FFOOD__FFOOD_226	CM_UNINA_FFOOD__FFOOD_227	CM_UNINA_FFOOD__FFOOD_228	CM_UNINA_FFOOD__FFOOD_229	CM_UNINA_FFOOD__FFOOD_230	CM_UNINA_FFOOD__FFOOD_231	CM_UNINA_FFOOD__FFOOD_237	CM_UNINA_FFOOD__FFOOD_238	CM_UNINA_FFOOD__FFOOD_239	CM_UNINA_FFOOD__FFOOD_241	CM_UNINA_FFOOD__FFOOD_242	CM_UNINA_FFOOD__FFOOD_243	CM_UNINA_FFOOD__FFOOD_244	CM_UNINA_FFOOD__FFOOD_245	CM_UNINA_FFOOD__FFOOD_246	CM_UNINA_FFOOD__FFOOD_247	CM_UNINA_FFOOD__FFOOD_248	CM_UNINA_FFOOD__FFOOD_249	CM_UNINA_FFOOD__FFOOD_250	CM_UNINA_FFOOD__FFOOD_251	CM_UNINA_FFOOD__FFOOD_252	CM_UNINA_FFOOD__FFOOD_253	CM_UNINA_FFOOD__FFOOD_254	CM_UNINA_FFOOD__FFOOD_255	CM_UNINA_FFOOD__FFOOD_256	CM_UNINA_FFOOD__FFOOD_257	CM_UNINA_FFOOD__FFOOD_258	CM_UNINA_FFOOD__FFOOD_259	CM_UNINA_FFOOD__FFOOD_260	CM_UNINA_FFOOD__FFOOD_261	CM_UNINA_FFOOD__FFOOD_262	CM_UNINA_FFOOD__FFOOD_263	CM_UNINA_FFOOD__FFOOD_264	CM_UNINA_FFOOD__FFOOD_265	CM_UNINA_FFOOD__FFOOD_266	CM_UNINA_FFOOD__FFOOD_267	CM_UNINA_FFOOD__FFOOD_268	CM_UNINA_FFOOD__FFOOD_269	CM_UNINA_FFOOD__FFOOD_270	CM_UNINA_FFOOD__FFOOD_271	CM_UNINA_FFOOD__FFOOD_272	CM_UNINA_FFOOD__FFOOD_273	CM_UNINA_FFOOD__FFOOD_274	CM_UNINA_FFOOD__FFOOD_275	CM_UNINA_FFOOD__FFOOD_276	CM_UNINA_FFOOD__FFOOD_277	CM_UNINA_FFOOD__FFOOD_278	CM_UNINA_FFOOD__FFOOD_279	CM_UNINA_FFOOD__FFOOD_280	CM_UNINA_FFOOD__FFOOD_281	CM_UNINA_FFOOD__FFOOD_282	CM_UNINA_FFOOD__FFOOD_283	CM_UNINA_FFOOD__FFOOD_284	CM_UNINA_FFOOD__FFOOD_285	CM_UNINA_FFOOD__FFOOD_286	CM_UNINA_FFOOD__FFOOD_287	CM_UNINA_FFOOD__FFOOD_288	CM_UNINA_FFOOD__FFOOD_289	CM_UNINA_FFOOD__FFOOD_290	CM_UNINA_FFOOD__FFOOD_291	CM_UNINA_FFOOD__FFOOD_292	CM_UNINA_FFOOD__FFOOD_294	CM_UNINA_FFOOD__FFOOD_295	CM_UNINA_FFOOD__FFOOD_296	CM_UNINA_FFOOD__FFOOD_297	CM_UNINA_FFOOD__FFOOD_298	CM_UNINA_FFOOD__FFOOD_299	CM_UNINA_FFOOD__FFOOD_300	CM_UNINA_FFOOD__FFOOD_304	CM_UNINA_FFOOD__FFOOD_306	CM_UNINA_FFOOD__FFOOD_307	CM_UNINA_FFOOD__FFOOD_308	CM_UNINA_FFOOD__FFOOD_309	CM_UNINA_FFOOD__FFOOD_310	CM_UNINA_FFOOD__FFOOD_311	CM_UNINA_FFOOD__FFOOD_312	CM_UNINA_FFOOD__FFOOD_313	CM_UNINA_FFOOD__FFOOD_314	CM_UNINA_FFOOD__FFOOD_317	CM_UNINA_FFOOD__FFOOD_318	CM_UNINA_FFOOD__FFOOD_319	CM_UNINA_FFOOD__FFOOD_320	CM_UNINA_FFOOD__FFOOD_321	CM_UNINA_FFOOD__FFOOD_322	CM_UNINA_FFOOD__FFOOD_323	CM_UNINA_FFOOD__FFOOD_324	CM_UNINA_FFOOD__FFOOD_325	CM_UNINA_FFOOD__FFOOD_326	CM_UNINA_FFOOD__FFOOD_327	CM_UNINA_FFOOD__FFOOD_328	CM_UNINA_FFOOD__FFOOD_329	CM_UNINA_FFOOD__FFOOD_330	CM_UNINA_FFOOD__FFOOD_331	CM_UNINA_FFOOD__FFOOD_332	CM_UNINA_FFOOD__FFOOD_333	CM_UNINA_FFOOD__FFOOD_334	CM_UNINA_FFOOD__FFOOD_335	CM_UNINA_FFOOD__FFOOD_336	CM_UNINA_FFOOD__FFOOD_337	CM_UNINA_FFOOD__FFOOD_338	CM_UNINA_FFOOD__FFOOD_339	CM_UNINA_FFOOD__FFOOD_340	CM_UNINA_FFOOD__FFOOD_341	CM_UNINA_FFOOD__FFOOD_342	CM_UNINA_FFOOD__FFOOD_343	CM_UNINA_FFOOD__FFOOD_344	CM_UNINA_FFOOD__FFOOD_345	CM_UNINA_FFOOD__FFOOD_346	CM_UNINA_FFOOD__FFOOD_347	CM_UNINA_FFOOD__FFOOD_348	CM_UNINA_FFOOD__FFOOD_349	CM_UNINA_FFOOD__FFOOD_350	CM_UNINA_FFOOD__FFOOD_351	CM_UNINA_FFOOD__FFOOD_352	CM_UNINA_FFOOD__FFOOD_353	CM_UNINA_FFOOD__FFOOD_355	CM_UNINA_FFOOD__FFOOD_356	CM_UNINA_FFOOD__FFOOD_357	CM_UNINA_FFOOD__FFOOD_358	CM_UNINA_FFOOD__FFOOD_359	CM_UNINA_FFOOD__FFOOD_361	CM_UNINA_FFOOD__FFOOD_363	CM_UNINA_FFOOD__FFOOD_364	CM_UNINA_FFOOD__FFOOD_366	CM_UNINA_FFOOD__FFOOD_367	CM_UNINA_FFOOD__FFOOD_368	CM_UNINA_FFOOD__FFOOD_369	CM_UNINA_FFOOD__FFOOD_370	CM_UNINA_FFOOD__FFOOD_371	CM_UNINA_FFOOD__FFOOD_372	CM_UNINA_FFOOD__FFOOD_373	CM_UNINA_FFOOD__FFOOD_374	CM_UNINA_FFOOD__FFOOD_375	CM_UNINA_FFOOD__FFOOD_377	CM_UNINA_FFOOD__FFOOD_378	CM_UNINA_FFOOD__FFOOD_380	CM_UNINA_FFOOD__FFOOD_381	CM_UNINA_FFOOD__FFOOD_382	CM_UNINA_FFOOD__FFOOD_383	CM_UNINA_FFOOD__FFOOD_384	CM_UNINA_FFOOD__FFOOD_385	CM_UNINA_FFOOD__FFOOD_386	CM_UNINA_FFOOD__FFOOD_387	CM_UNINA_FFOOD__FFOOD_388	CM_UNINA_FFOOD__FFOOD_389	CM_UNINA_FFOOD__FFOOD_390	CM_UNINA_FFOOD__FFOOD_391	CM_UNINA_FFOOD__FFOOD_392	CM_UNINA_FFOOD__FFOOD_393	CM_UNINA_FFOOD__FFOOD_394	CM_UNINA_FFOOD__FFOOD_395	CM_UNINA_FFOOD__FFOOD_396	CM_UNINA_FFOOD__FFOOD_397	CM_UNINA_FFOOD__FFOOD_398	CM_UNINA_FFOOD__FFOOD_399	CM_UNINA_FFOOD__FFOOD_400	CM_UNINA_FFOOD__FFOOD_401	CM_UNINA_FFOOD__FFOOD_402	CM_UNINA_FFOOD__FFOOD_403	CM_UNINA_FFOOD__FFOOD_404	CM_UNINA_FFOOD__FFOOD_405	CM_UNINA_FFOOD__FFOOD_406	CM_UNINA_FFOOD__FFOOD_407	CM_UNINA_FFOOD__FFOOD_408	CM_UNINA_FFOOD__FFOOD_409	CM_UNINA_FFOOD__FFOOD_410	CM_UNINA_FFOOD__FFOOD_411	CM_UNINA_FFOOD__FFOOD_412	CM_UNINA_FFOOD__FFOOD_413	CM_UNINA_FFOOD__FFOOD_414	CM_UNINA_FFOOD__FFOOD_415	CM_UNINA_FFOOD__FFOOD_416	CM_UNINA_FFOOD__FFOOD_417	CM_UNINA_FFOOD__FFOOD_418	CM_UNINA_FFOOD__FFOOD_419	CM_UNINA_FFOOD__FFOOD_420	CM_UNINA_FFOOD__FFOOD_421	CM_UNINA_FFOOD__FFOOD_422	CM_UNINA_FFOOD__FFOOD_423	CM_UNINA_FFOOD__FFOOD_424	CM_UNINA_FFOOD__FFOOD_425	CM_UNINA_FFOOD__FFOOD_426	CM_UNINA_FFOOD__FFOOD_427	CM_UNINA_FFOOD__FFOOD_428	CM_UNINA_FFOOD__FFOOD_429	CM_UNINA_FFOOD__FFOOD_430	CM_UNINA_FFOOD__FFOOD_431	CM_UNINA_FFOOD__FFOOD_432	CM_UNINA_FFOOD__FFOOD_8C_M2	CM_UNINA_FFOOD__FFOOD_8D_M2	CM_UNINA_FFOOD__FFOOD_8_M2	CM_UNINA_FFOOD__FFOOD_9C_M2	CM_UNINA_FFOOD__FFOOD_9D_M2	CM_UNINA_FFOOD__FFOOD_9_M2	CM_UNINA_FFOOD__FFOOD_M8-M	CM_UNINA_FFOOD__FFOOD_M8C-M	CM_UNINA_FFOOD__FFOOD_M8D-M	CM_UNINA_FFOOD__FFOOD_M9-M	CM_UNINA_FFOOD__FFOOD_M9C-M	CM_UNINA_FFOOD__FFOOD_M9D-M
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB205880	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_aurantiacum|t__SGB16639	0.03159	0.0	0.0	0.05552	0.04516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.13965	0.0027	0.01646	0.0	0.01934	0.05612	0.0	0.13067	0.0	0.0	0.0	0.0	0.01438	0.0	0.08168	0.0	0.0	0.10055	0.0	0.0	1.1957	1.01279	0.01815	0.0	0.00795	0.0	0.0	1.47012	0.0	0.13101	9.20593	0.00226	0.00308	0.0	0.0	0.0	0.0	0.00817	0.01536	2.3314	12.22998	0.55529	0.0	0.0	0.00432	0.00805	0.0	0.0	0.0	0.55797	0.0	0.0	0.03062	0.00555	0.19082	0.0	0.00308	0.01498	0.07464	0.03063	0.0	0.0025	0.09414	0.0	0.0	0.0	0.00442	0.0	0.00101	0.0	0.0	0.0	0.0	0.0	0.0	0.04245	0.0	0.69898	0.0	0.0	0.0	0.00191	0.0	0.0	0.0	0.00768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21343	0.49605	0.0	2.77684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13472	0.0	0.0	0.0064	0.17304	0.06729	0.0	0.01639	0.0	0.0	0.00094	0.00843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_italicus|t__SGB7973	0.0	0.0	0.01122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07964	0.0	0.0	0.00114	0.04679	0.0	0.0	0.0	0.00497	0.00062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04401	0.00042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20093	0.56226	0.0923	0.0	0.0	0.00181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.01362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Atlantibacter|s__Atlantibacter_hermannii|t__SGB10047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii|t__SGB10120	0.0	0.0	0.83583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_xylosus|t__SGB7847_group	0.0	0.0	0.0	3.88677	0.12359	9.74659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04381	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12126	0.0	0.03076	0.0	0.09287	0.0	0.0	0.03545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01801	0.0	0.0	0.0	0.0	0.0	0.15267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08258	0.0	0.01188	0.0	0.1475	0.0	0.0	0.04934	0.0	0.0	0.0	0.0	0.00856	0.0	0.94078	0.08051	0.0	0.0	0.01284	0.0	0.0	0.01112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78448	83.86508	48.14452	48.95811	86.86704	14.9897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01308	0.00286	0.01643	0.00451	0.00419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75909	0.00947	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_paracasei|t__SGB7142	0.37116	0.0	0.6962	0.0003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.40216	3.06199	0.32494	4.09171	11.0045	3.17078	0.01147	0.0	8.51632	10.86321	10.90395	32.64834	0.42496	3.73366	10.29596	29.4674	5.71105	65.10743	11.77753	40.4053	0.59045	46.89084	2.05053	9.27976	9.25711	58.22865	67.10061	10.79853	1.52788	0.12188	3.39827	0.00031	9.79153	7.91596	1.64074	0.0	2.93862	12.25673	0.23948	5.24462	0.0	3.13474	2.6815	1.74619	48.69154	2.81675	58.90843	14.61111	0.94551	25.67117	15.11604	10.8305	22.91686	1.89966	35.50684	0.17594	2.80738	72.05471	6.66644	6.2556	69.24395	0.03767	3.27601	0.01386	2.05013	0.56502	53.83842	56.21521	4.18103	1.50409	53.58336	9.32833	3.86718	53.19935	0.0	87.70705	0.15885	82.43738	0.09512	19.93675	66.78817	0.6884	62.48927	0.39593	30.03677	76.10098	4.54306	48.34372	2.19007	21.69958	0.06074	0.04566	15.55237	92.30258	14.00156	1.44026	0.2243	0.06474	85.19439	12.94665	35.36381	0.93511	10.02622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04076	0.13752	0.01107	29.84066	15.76652	18.00384	93.07359	0.06668	2.07917	18.86739	4.17774	67.101	5.03353	38.30245	0.03064	32.74386	0.15643	48.08867	61.8845	0.09059	0.01539	6.21192	0.2756	0.0	0.03748	0.52085	0.0	0.01151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_flavescens|t__SGB17096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04537	0.03858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02555	1.05977	0.24308	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.01664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__SGB7966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26653	0.0	0.0	0.00109	0.0063	0.00281	0.0	0.02084	0.08164	0.0	0.0	0.00606	0.0021	0.01343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08928	0.0	0.0	0.0	0.0	0.0	0.0	19.36061	0.0038	0.0	0.0	0.0	0.01164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01605	0.01093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00118	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
