clade_name	QuekJJ_2025__SRR31860670	QuekJJ_2025__SRR31860669	QuekJJ_2025__SRR31860671	QuekJJ_2025__SRR31860678	QuekJJ_2025__SRR31860677	QuekJJ_2025__SRR31860679	QuekJJ_2025__SRR31860672	QuekJJ_2025__SRR31860676	QuekJJ_2025__SRR31860673	QuekJJ_2025__SRR31860674	QuekJJ_2025__SRR31860675	QuekJJ_2025__SRR31860680	QuekJJ_2025__SRR31860684	QuekJJ_2025__SRR31860683	QuekJJ_2025__SRR31860682	QuekJJ_2025__SRR31860691	QuekJJ_2025__SRR31860694	QuekJJ_2025__SRR31860693	QuekJJ_2025__SRR31860692	QuekJJ_2025__SRR31860689	QuekJJ_2025__SRR31860690	QuekJJ_2025__SRR31860695	QuekJJ_2025__SRR31860685	QuekJJ_2025__SRR31860688	QuekJJ_2025__SRR31860687	QuekJJ_2025__SRR31860686	QuekJJ_2025__SRR31860681
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter_dublinensis|t__SGB10093	0.0	0.0	0.35083	0.0	0.0	0.0	0.0	0.0	2.08303	0.21631	0.0	0.0	0.0	0.02647	0.0	0.0	0.04878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fulva|t__SGB12271	0.0	0.0	0.33812	0.0	0.0	0.00824	0.0	0.13845	0.0	1.11019	0.0	0.0	0.0	0.01794	0.0	0.0	0.02909	0.00838	0.0	0.0	0.0	2.73101	0.01363	0.0	0.29732	0.0	0.00683
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_foetidum|t__SGB28115	0.0	0.0	0.32971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalicibacterium|s__Oxalicibacterium_faecigallinarum|t__SGB88559	0.0	0.0	0.31941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_ovata|t__SGB12258	0.0	0.0	0.31357	0.0	0.0	0.0	0.00814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_seropedicae|t__SGB12893	0.0	0.0	0.29992	0.0	0.0	0.0	0.0	0.0	0.0	0.14178	0.0	0.0	0.0	0.0	0.0	0.0	0.00641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_bugandensis|t__SGB10135	0.0	0.0	0.29003	0.00342	0.0357	0.06018	0.0	1.63223	0.0	0.19948	0.0103	0.0	0.06826	0.64654	0.98378	0.0	0.03648	0.02862	0.0	0.0	0.0	1.47102	0.06078	0.0	0.0	0.0	0.20277
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_SGB36182|t__SGB36182	0.0	0.0	0.28734	0.0	0.0	0.0	0.0	0.0	0.0	0.01413	0.0	0.0	0.0	0.09311	0.0	0.0	0.04956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Paracidovorax|s__Paracidovorax_wautersii|t__SGB178622	0.0	0.0	0.26963	0.0	0.0	0.0	0.0	0.0	1.61884	0.00735	0.0	0.0	0.0	0.02283	0.0	0.0	0.01488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_enclense|t__SGB16897	0.0	0.0	0.24757	0.0	0.0	0.0	0.0	0.0	0.0	0.47907	0.0	0.0	0.0	0.0	0.0	0.0	0.00392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_cowanii|t__SGB165710	0.0	0.0	0.24342	0.0	0.01693	0.00597	0.0	0.27926	0.00973	0.59724	0.0	0.04522	0.49289	1.01737	0.04166	0.0	0.00491	0.0	0.0	0.0	0.0	0.0036	0.01108	0.0	0.0	0.0	0.06653
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola|t__SGB10114	0.0	0.0	0.23603	9.40241	0.09198	2.3333	0.03412	0.0	0.22944	0.32852	0.33217	0.80321	0.01505	1.43718	0.2157	0.0	0.82845	0.02368	0.0	0.0	0.70146	0.7092	20.71573	0.0	0.56477	0.0	1.5141
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sichuanensis|t__SGB33091	0.0	0.0	0.22844	0.0	0.0	0.0	0.0	0.0	0.00235	0.01697	0.0	0.0	0.0	0.00828	0.0	0.03272	0.0	0.0	0.0	0.0	0.0	0.06345	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_huttiense|t__SGB12894	0.0	0.0	0.21651	0.0	0.0	0.0	0.00144	0.0	0.05126	0.01231	0.0	0.0	0.0	0.03874	0.0	0.0	0.00025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12715
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_nitroreducens|t__SGB12325	0.0	0.0	0.21649	0.0	0.0	0.0	0.0	0.0	0.0	0.01323	0.0	0.0	0.0	0.05721	0.0	0.0	0.08308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides_sp_1354|t__SGB195397	0.0	0.0	0.2114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_pseudosanguinis|t__SGB90166	0.0	0.0	0.21025	0.0	0.0	0.0	0.0	0.0	0.02692	0.18785	0.0	0.0	0.0	0.00386	0.0	0.0	0.05008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_acidovorans|t__SGB12680	0.0	0.0	0.20408	0.0	0.0	0.0	0.02616	0.0	0.98871	0.02179	0.0	0.0	0.0	0.01111	0.0	0.0	0.07112	0.0	0.0	0.0	0.0	0.00083	0.0	0.0	0.0719	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_seoulense|t__SGB3013	0.0	0.0	0.19957	0.0	0.0	0.0	0.0	0.0	0.13503	0.00729	0.0	0.0	0.0	0.0	0.0	0.0	0.01068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_adecarboxylata|t__SGB31159	0.0	0.0	0.19929	0.0	0.0	0.0	0.0	0.0	0.0	0.04199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04942	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_delafieldii|t__SGB12700	0.0	0.0	0.18229	0.0	0.0	0.0	0.0	0.0	0.0	0.18231	0.0	0.0	0.0	0.0	0.0	0.0	0.0871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_anhuiense|t__SGB2978	0.0	0.0	0.16889	0.0	0.0	0.0	0.0	0.0	0.0	0.01709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Pectobacteriaceae|g__Pectobacterium|s__Pectobacterium_punjabense|t__SGB23288	0.0	0.0	0.1687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Saccharibacillus|s__Saccharibacillus_sp_O23|t__SGB7394	0.0	0.0	0.16819	0.0	0.0	0.0	0.0	0.0	0.0	0.00459	0.0	0.0	0.0	0.00577	0.0	0.0	0.06573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Metapseudomonas|s__Metapseudomonas_otitidis|t__SGB12314	0.0	0.0	0.16627	0.0	0.0	0.0	0.0	0.0	0.0	0.28757	0.0	0.0	0.0	21.92436	0.0	0.0	0.35616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__GGB26309|s__GGB26309_SGB38361|t__SGB38361	0.0	0.0	0.16534	0.0	0.0	0.0	0.0	0.0	0.02611	0.10435	0.0	0.0	0.0	0.00688	0.0	0.0	0.01825	0.0	0.0	0.0	0.0017	0.00256	0.14133	0.0	0.00227	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Atlantibacter|s__Atlantibacter_subterranea|t__SGB31142	0.0	0.0	0.16346	0.0	0.0	0.0	0.0	0.0	0.0	0.00716	0.0	0.0	0.0	0.0	0.0	0.0	0.00561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_polysaccharolyticus|t__SGB7431	0.0	0.0	0.15987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia|s__Delftia_sp_PS_11|t__SGB178951	0.0	0.0	0.15765	0.0	0.0	0.0	0.0	0.0	0.0	0.05714	0.0	0.0	0.0	0.0	0.0	0.0	1.69673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Paenimyroides|s__Paenimyroides_ummariense|t__SGB2916	0.0	0.0	0.14355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_seohaensis|t__SGB10316	0.0	0.0	0.13186	0.0	0.0	0.0	0.0	0.0	0.0	0.02732	0.0	0.0	0.0	0.0	0.0	0.00736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_pseudosacchari|t__SGB10054	0.0	0.0	0.13182	0.0	0.0	0.0	0.0	0.0	0.0	0.00218	0.0	0.0	0.0	0.0	0.0	0.0	0.01256	0.0	0.0	0.0	0.00796	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Phytobacter|s__Phytobacter_diazotrophicus|t__SGB10057	0.0	0.0	0.13084	0.0	0.0	0.02556	0.0	0.0	0.77457	0.35263	0.04876	0.07901	0.0	0.04607	0.0	0.10606	0.02733	0.0	0.0	0.0	0.09738	0.00858	0.0465	0.0	0.05285	0.0	3.20109
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_sanarellii|t__SGB31057	0.0	0.0	0.1284	0.0	0.0	0.0	0.0	0.0	0.0	2.6526	0.0	0.0	0.0	0.0	0.0	0.0	0.33538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_protegens|t__SGB12187	0.0	0.0	0.12443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_courvalinii|t__SGB10356	0.0	0.0	0.12063	0.0	0.0	0.0	0.0	0.0	0.0	0.29112	0.0	0.0	0.0	0.00454	0.0	0.0	0.0	0.0	0.0	0.0	0.13681	0.0	0.0	0.0	0.01589	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_carotinifaciens|t__SGB31685	0.0	0.0	0.11968	0.0	0.0	0.0	0.0	0.0	0.00147	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.03706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_xiamenensis|t__SGB10315	0.0	0.0	0.11869	0.0	0.0	0.0	0.0	0.0	0.0	0.03282	0.0	0.0	0.0	0.0	0.0	0.11209	0.01098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_solani|t__SGB12315	0.0	0.0	0.11113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Epilithonimonas|s__Epilithonimonas_arachidiradicis|t__SGB28167	0.0	0.0	0.10959	0.0	0.0	0.0	0.0	0.0	0.0	0.00738	0.0	0.0	0.0	0.0	0.0	0.0	0.00079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_yabuuchiae|t__SGB11680	0.0	0.0	0.10648	0.0	0.0	0.0	0.0	0.0	0.01853	0.12799	0.0	0.0	0.0	0.14099	0.0	0.0	0.01674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_kanungonis|t__SGB22974	0.0	0.0	0.10493	0.0	0.0	0.0	0.0	0.0	0.00293	0.0193	0.0	0.0	0.0	0.0	0.0	0.08097	0.0	0.13494	0.0	0.0	0.0	0.0	0.0	0.0	9.25648	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella_pseudogrignonensis|t__SGB181198	0.0	0.0	0.10284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_acidaminiphila|t__SGB32936	0.0	0.0	0.09856	0.0	0.0	0.0	0.0	0.0	0.0	0.02746	0.0	0.0	0.0	0.0	0.0	0.0	0.05867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_mixtus|t__SGB13713	0.0	0.0	0.09472	0.0	0.0	0.0	0.0	0.0	0.03144	0.00269	0.0	0.0	0.0	0.0	0.0	0.0	0.12322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida|t__SGB12293	0.0	0.0	0.0938	0.0	0.0	0.0	0.0	0.0	0.0	0.00816	0.00558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01847	0.0	0.0	0.0	0.07171	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pseudacidovorax|s__Pseudacidovorax_intermedius|t__SGB12747	0.0	0.0	0.09188	0.0	0.0	0.0	0.0	0.0	0.0	0.47795	0.0	0.0	0.0	0.0	0.0	0.0	0.01996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Aquipseudomonas|s__Aquipseudomonas_alcaligenes|t__SGB12361	0.0	0.0	0.09082	0.0	0.0	0.0	0.0	0.0	0.0	0.16429	0.0	0.0	0.0	0.0	0.0	0.0	0.06859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB12456	0.0	0.0	0.08805	0.0	0.0	0.0	0.0	0.0	0.02285	0.07695	0.0	0.0	0.0	0.17415	0.0	0.0	0.06798	0.00095	0.0	0.0	0.0	0.0308	0.0	0.0	0.00547	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_hankookensis|t__SGB11671	0.0	0.0	0.08644	0.0	0.0	0.0	0.0	0.0	0.0	0.07798	0.0	0.0	0.0	0.0	0.0	0.0	0.03057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_vesicularis|t__SGB11742_group	0.0	0.0	0.0826	0.0	0.0	0.0	0.0	0.0	0.08735	0.01808	0.0	0.0	0.0	0.0	0.0	0.0	0.01764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_massiliensis|t__SGB29195	0.0	0.0	0.07769	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.01455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_sp_BIGb0407|t__SGB110059	0.0	0.0	0.07648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00121	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_georgiana|t__SGB10108	0.0	0.0	0.07453	0.0	0.0	0.0	0.0	0.0	0.0	0.01034	0.00262	0.0	0.0	0.00391	0.0	0.06078	0.199	0.02844	0.0	0.0	0.17336	0.0	0.0	0.0	0.36807	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii|t__SGB10120	0.0	0.0	0.07377	0.0	0.0	0.0	0.0	0.0	0.02045	0.0	0.02614	0.0	0.0	0.05861	0.0	0.0	0.01347	0.02895	0.0	0.0	0.29853	0.12399	0.01328	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Paracidovorax|s__Paracidovorax_SGB134644|t__SGB134644	0.0	0.0	0.06752	0.0	0.0	0.0	0.0	0.0	0.01614	0.02761	0.0	0.0	0.0	0.0	0.0	0.0	0.00313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Atlantibacter|s__Atlantibacter_hermannii|t__SGB38352	0.0	0.0	0.06697	0.0	0.0	0.0	0.0	0.0	0.0	0.4861	0.0	0.0	0.0	0.00182	0.0	0.0	0.0914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_mucicolens|t__SGB13145	0.0	0.0	0.06418	0.0	0.0	0.0	0.0081	0.0	0.0	0.0	0.0	0.0	0.0	0.00455	0.0	0.0	0.03525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_WCHAc010034|t__SGB22964	0.0	0.0	0.06312	0.0	0.0	0.0	0.0	0.0	0.0	0.1266	0.0	0.0	0.0	0.0	0.0	0.00615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_wenshanensis|t__SGB73407	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.00774	0.0	0.0	0.0	0.0	0.0	0.0	0.00335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_terrigena|t__SGB12679	0.0	0.0	0.06227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00188	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Alkanindiges|s__Alkanindiges_illinoisensis|t__SGB31306	0.0	0.0	0.06174	0.0	0.0	0.0	0.0	0.0	0.0	0.00714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata|t__SGB74156	0.0	0.0	0.05918	0.0	0.0	0.00971	0.0	0.0	0.0	2.41042	0.00528	0.01445	0.0	0.00065	0.0	0.26707	0.75772	0.37355	0.0	0.0	0.0	0.0	0.0	0.0	0.5133	0.0	0.05072
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens|t__SGB11094	0.0	0.0	0.05848	0.0	0.0	0.0	0.0	0.0	0.01539	0.0	0.0	0.0	0.0	0.00894	0.0	0.0	0.01574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_PSE14|t__SGB177689	0.0	0.0	0.0572	0.0	0.0	0.0	0.0	0.0	0.0	0.01696	0.0	0.0	0.0	0.0	0.0	0.0	0.10604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia_tamurae|t__SGB23259	0.0	0.0	0.05387	0.0	0.0	0.0	0.07218	0.0	0.43146	0.02226	0.28332	0.0	0.0	0.00798	0.0	0.0	0.0	0.0	0.0	0.0	0.00528	0.01792	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_culicis|t__SGB21890	0.0	0.0	0.05374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
