dataset_name	sample_id	macrocategory	category	type	subtype	commercial_name	fermented/non-fermented	Part_of_cheese	Milk_source	Animal_feeding	Milk_processing	Thermisation	Pasteurization	Skimming	Inoculation_of_moulds	Curd_cutting	Presence_of_rind	Backslopping	Starter_culture	Technology_of_production	Coagulation_method	Ripening_period	Rheological_properties	Temperature_of_curd_processing_Celsius_degree	country	sample_accession	run_accession	experiment_accession	study_accession	project_accession	database_origin	library_layout	sequencing_platform	DNA_extraction_kit	collection_date	n_of_bases	n_of_reads	min_read_len	median_read_len	mean_read_len	max_read_len	n_contigs	n_MAGs_MQ_prok	n_MAGs_HQ_prok	n_MAGs_MQ_euk	n_MAGs_HQ_euk	filtered	curator
WalshAM_2020	ERS3466718	food	dairy	cheese	edam	Edam	F	Core_AND_rind	Cow		Pasteurized	No	Yes	No		Small	Yes	No	Selected	Semicooked	Rennet	1_to_3_months	Semihard	Within_48	NLD	ERS3466718	ERR3340746	ERX3365436	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1362309920	9021920	151	151.0	151.0	151.0	3213	1	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466719	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466719	ERR3340747	ERX3365437	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1356040400	8980400	151	151.0	151.0	151.0	4921	1	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466720	food	dairy	cheese	mild	Mild	F	Core_AND_rind	Cow		Pasteurized		Yes				No	No		Semicooked	Rennet		Semihard	Within_48	IRL	ERS3466720	ERR3340748	ERX3365438	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1228298326	8134426	151	151.0	151.0	151.0	1763	1	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466721	food	dairy	cheese	gouda	Noord_Hollandse_Gouda	F	Core_AND_rind	Cow		Pasteurized		Facoltative			Small	Yes	No		Semicooked	Rennet	1_to_3_months	Semihard	Within_48	NLD	ERS3466721	ERR3340749	ERX3365439	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1374999658	9105958	151	151.0	151.0	151.0	1434	0	0	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466722	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466722	ERR3340751	ERX3365441	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1286452050	8519550	151	151.0	151.0	151.0	1690	0	2	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466723	food	dairy	cheese	blue_cheese		F	Core_AND_rind	Mixed		Pasteurized	No	Facoltative				Yes	No	Selected		Rennet		Semihard		IRL	ERS3466723	ERR3340753	ERX3365443	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		979876448	6489248	151	151.0	151.0	151.0	2833	2	0	1	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466724	food	dairy	cheese	blue_cheese		F	Core_AND_rind	Mixed		Pasteurized	No	Facoltative				Yes	No	Selected		Rennet		Semihard		IRL	ERS3466724	ERR3340754	ERX3365444	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1305008742	8642442	151	151.0	151.0	151.0	2579	1	1	1	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466725	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466725	ERR3340755	ERX3365445	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1190733452	7885652	151	151.0	151.0	151.0	1239	2	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466726	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466726	ERR3340756	ERX3365446	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		819942382	5430082	151	151.0	151.0	151.0	939	3	0	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466727	food	dairy	cheese	tomme	Tomme	F	Core_AND_rind	Cow		Raw		No				Yes			Semicooked	Rennet	1_to_3_months	Semihard	Within_48	FRA	ERS3466727	ERR3340757	ERX3365447	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1674794152	11091352	151	151.0	151.0	151.0	6276	3	0	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466728	food	dairy	cheese	tomme	Tomme	F	Core_AND_rind	Cow		Raw		No				Yes			Semicooked	Rennet	1_to_3_months	Semihard	Within_48	FRA	ERS3466728	ERR3340765	ERX3365455	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1112369284	7366684	151	151.0	151.0	151.0	2630	2	0	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466729	food	dairy	cheese	tomme	Tomme	F	Core_AND_rind	Cow		Raw		No				Yes			Semicooked	Rennet	1_to_3_months	Semihard	Within_48	FRA	ERS3466729	ERR3340769	ERX3365459	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1299723138	8607438	151	151.0	151.0	151.0	4670	1	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466730	food	dairy	cheese	smoked_cheese		F	Core_AND_rind	Cow		Pasteurized		Yes				Yes	No	Selected		Rennet				IRL	ERS3466730	ERR3340770	ERX3365460	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1578244148	10451948	151	151.0	151.0	151.0	2709	0	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466731	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466731	ERR3340773	ERX3365463	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1140586956	7553556	151	151.0	151.0	151.0	1464	1	1	0	0	no	Niccolò_Carlino
WalshAM_2020	ERS3466732	food	dairy	cheese	cheddar	Cheddar	F	Core_AND_rind	Cow		Pasteurized	No	Yes				Yes	No	Selected		Rennet	1_to_3_months	Hard		IRL	ERS3466732	ERR3340774	ERX3365464	ERP115482	PRJEB32768	NCBI	PAIRED	NextSeq_500	PowerFood		1062004140	7033140	151	151.0	151.0	151.0	898	1	1	0	0	no	Niccolò_Carlino
