sample	AlvarezOrdonezA_xxxx__C01-19	AlvarezOrdonezA_xxxx__C02-16	AlvarezOrdonezA_xxxx__C02-17	AlvarezOrdonezA_xxxx__C02-18	AlvarezOrdonezA_xxxx__C02-19	AlvarezOrdonezA_xxxx__C03-16	AlvarezOrdonezA_xxxx__C03-17	AlvarezOrdonezA_xxxx__C03-18	AlvarezOrdonezA_xxxx__C03-19	AlvarezOrdonezA_xxxx__C04-16	AlvarezOrdonezA_xxxx__C04-17	AlvarezOrdonezA_xxxx__C04-18	AlvarezOrdonezA_xxxx__C04-19	AlvarezOrdonezA_xxxx__C05-16	AlvarezOrdonezA_xxxx__C05-17	AlvarezOrdonezA_xxxx__C05-18	AlvarezOrdonezA_xxxx__C05-19	AlvarezOrdonezA_xxxx__C06-16	AlvarezOrdonezA_xxxx__C06-17	AlvarezOrdonezA_xxxx__C06-18	AlvarezOrdonezA_xxxx__C06-19	AlvarezOrdonezA_xxxx__C07-16	AlvarezOrdonezA_xxxx__C07-17	AlvarezOrdonezA_xxxx__C07-18	AlvarezOrdonezA_xxxx__C07-19	AlvarezOrdonezA_xxxx__C08-16	AlvarezOrdonezA_xxxx__C08-17	AlvarezOrdonezA_xxxx__C08-18	AlvarezOrdonezA_xxxx__C08-19	AlvarezOrdonezA_xxxx__F01-16	AlvarezOrdonezA_xxxx__F01-17	AlvarezOrdonezA_xxxx__F01-18	AlvarezOrdonezA_xxxx__F01-19	AlvarezOrdonezA_xxxx__F01-31A	AlvarezOrdonezA_xxxx__F01-31B	AlvarezOrdonezA_xxxx__F02-18	AlvarezOrdonezA_xxxx__F02-19	AlvarezOrdonezA_xxxx__F02-31A	AlvarezOrdonezA_xxxx__F02-31B	AlvarezOrdonezA_xxxx__F03-16	AlvarezOrdonezA_xxxx__F03-17	AlvarezOrdonezA_xxxx__F03-18	AlvarezOrdonezA_xxxx__F03-19	AlvarezOrdonezA_xxxx__F03-31	AlvarezOrdonezA_xxxx__F04-16	AlvarezOrdonezA_xxxx__F04-17	AlvarezOrdonezA_xxxx__F04-18	AlvarezOrdonezA_xxxx__F04-19	AlvarezOrdonezA_xxxx__F04-31A	AlvarezOrdonezA_xxxx__F04-31B	AlvarezOrdonezA_xxxx__F05-16	AlvarezOrdonezA_xxxx__F05-17	AlvarezOrdonezA_xxxx__F05-18	AlvarezOrdonezA_xxxx__F05-19	AlvarezOrdonezA_xxxx__F05-31A	AlvarezOrdonezA_xxxx__F05-31B	AlvarezOrdonezA_xxxx__F06-16	AlvarezOrdonezA_xxxx__F06-17	AlvarezOrdonezA_xxxx__F06-18	AlvarezOrdonezA_xxxx__F06-19	AlvarezOrdonezA_xxxx__F06-31A	AlvarezOrdonezA_xxxx__F06-31B	AlvarezOrdonezA_xxxx__F07-16	AlvarezOrdonezA_xxxx__F07-17	AlvarezOrdonezA_xxxx__F07-18	AlvarezOrdonezA_xxxx__F07-19	AlvarezOrdonezA_xxxx__F07-31A	AlvarezOrdonezA_xxxx__F07-31B	AlvarezOrdonezA_xxxx__Q01-20	AlvarezOrdonezA_xxxx__Q01-21	AlvarezOrdonezA_xxxx__Q01-22	AlvarezOrdonezA_xxxx__Q01-23	AlvarezOrdonezA_xxxx__Q01-23X	AlvarezOrdonezA_xxxx__Q01-24	AlvarezOrdonezA_xxxx__Q01-25	AlvarezOrdonezA_xxxx__Q01-26	AlvarezOrdonezA_xxxx__Q01-27	AlvarezOrdonezA_xxxx__Q01-28	AlvarezOrdonezA_xxxx__Q01-29	AlvarezOrdonezA_xxxx__Q01-30	AlvarezOrdonezA_xxxx__Q02-20	AlvarezOrdonezA_xxxx__Q02-21	AlvarezOrdonezA_xxxx__Q02-23	AlvarezOrdonezA_xxxx__Q02-24	AlvarezOrdonezA_xxxx__Q02-25	AlvarezOrdonezA_xxxx__Q02-26	AlvarezOrdonezA_xxxx__Q02-27	AlvarezOrdonezA_xxxx__Q02-28	AlvarezOrdonezA_xxxx__Q02-29	AlvarezOrdonezA_xxxx__Q02-30	AlvarezOrdonezA_xxxx__Q03-20	AlvarezOrdonezA_xxxx__Q03-21	AlvarezOrdonezA_xxxx__Q03-22	AlvarezOrdonezA_xxxx__Q03-23	AlvarezOrdonezA_xxxx__Q03-24	AlvarezOrdonezA_xxxx__Q03-25	AlvarezOrdonezA_xxxx__Q03-26	AlvarezOrdonezA_xxxx__Q03-27	AlvarezOrdonezA_xxxx__Q03-28	AlvarezOrdonezA_xxxx__Q03-29	AlvarezOrdonezA_xxxx__Q03-30	AlvarezOrdonezA_xxxx__Q04-20	AlvarezOrdonezA_xxxx__Q04-21	AlvarezOrdonezA_xxxx__Q04-22	AlvarezOrdonezA_xxxx__Q04-23	AlvarezOrdonezA_xxxx__Q04-24	AlvarezOrdonezA_xxxx__Q04-25	AlvarezOrdonezA_xxxx__Q04-26	AlvarezOrdonezA_xxxx__Q04-27	AlvarezOrdonezA_xxxx__Q04-28	AlvarezOrdonezA_xxxx__Q04-29	AlvarezOrdonezA_xxxx__Q04-30	AlvarezOrdonezA_xxxx__Q05-20	AlvarezOrdonezA_xxxx__Q05-21	AlvarezOrdonezA_xxxx__Q05-22	AlvarezOrdonezA_xxxx__Q05-23	AlvarezOrdonezA_xxxx__Q05-24	AlvarezOrdonezA_xxxx__Q05-25	AlvarezOrdonezA_xxxx__Q05-26	AlvarezOrdonezA_xxxx__Q05-27	AlvarezOrdonezA_xxxx__Q05-28	AlvarezOrdonezA_xxxx__Q05-29	AlvarezOrdonezA_xxxx__Q05-30	AlvarezOrdonezA_xxxx__Q06-20	AlvarezOrdonezA_xxxx__Q06-21	AlvarezOrdonezA_xxxx__Q06-22	AlvarezOrdonezA_xxxx__Q06-23	AlvarezOrdonezA_xxxx__Q06-24	AlvarezOrdonezA_xxxx__Q06-25	AlvarezOrdonezA_xxxx__Q06-26	AlvarezOrdonezA_xxxx__Q06-27	AlvarezOrdonezA_xxxx__Q06-28	AlvarezOrdonezA_xxxx__Q06-29	AlvarezOrdonezA_xxxx__Q06-30	AlvarezOrdonezA_xxxx__Q07-20	AlvarezOrdonezA_xxxx__Q07-21	AlvarezOrdonezA_xxxx__Q07-22	AlvarezOrdonezA_xxxx__Q07-23	AlvarezOrdonezA_xxxx__Q07-24	AlvarezOrdonezA_xxxx__Q07-25	AlvarezOrdonezA_xxxx__Q07-26	AlvarezOrdonezA_xxxx__Q07-27	AlvarezOrdonezA_xxxx__Q07-28	AlvarezOrdonezA_xxxx__Q07-29	AlvarezOrdonezA_xxxx__Q07-30	AlvarezOrdonezA_xxxx__Q08-20	AlvarezOrdonezA_xxxx__Q08-21	AlvarezOrdonezA_xxxx__Q08-22	AlvarezOrdonezA_xxxx__Q08-23	AlvarezOrdonezA_xxxx__Q08-24	AlvarezOrdonezA_xxxx__Q08-25	AlvarezOrdonezA_xxxx__Q08-26	AlvarezOrdonezA_xxxx__Q08-27	AlvarezOrdonezA_xxxx__Q08-28	AlvarezOrdonezA_xxxx__Q08-29	AlvarezOrdonezA_xxxx__Q08-30	AlvarezOrdonezA_xxxx__R01-16	AlvarezOrdonezA_xxxx__R01-17	AlvarezOrdonezA_xxxx__R01-18	AlvarezOrdonezA_xxxx__R01-19	AlvarezOrdonezA_xxxx__R02-18	AlvarezOrdonezA_xxxx__R02-19	AlvarezOrdonezA_xxxx__R03-16	AlvarezOrdonezA_xxxx__R03-17	AlvarezOrdonezA_xxxx__R03-18	AlvarezOrdonezA_xxxx__R03-19	AlvarezOrdonezA_xxxx__R04-16	AlvarezOrdonezA_xxxx__R04-17	AlvarezOrdonezA_xxxx__R04-18	AlvarezOrdonezA_xxxx__R04-19
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_massiliensis|t__SGB81727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00097	0.01153	0.00301	0.01435	1.91638	3.01712	0.0	0.01047	0.00356	0.00402	0.0018	0.0	0.00137	0.0	0.0	0.0	0.10135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_intermedius|t__SGB153074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_fessus|t__SGB29903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039	0.00073	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_sp_7_1|t__SGB16941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_SGB88312|t__SGB88312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.00893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Exiguobacterium|s__Exiguobacterium_profundum|t__SGB8320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Ottowia|s__Ottowia_SGB99281|t__SGB99281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39431	0.0	0.21685	0.1946	0.08917	0.21369	0.00229	0.08133	0.04458	0.09396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Paracoccus|s__Paracoccus_marcusii|t__SGB10707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00331	0.00528	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__GGB26057|s__GGB26057_SGB38063|t__SGB38063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.85139	0.0	0.13178	0.16204	0.06901	0.1731	0.00338	0.11186	0.14113	0.11743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_denitrificans|t__SGB61890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB23602|o__OFGB23602|f__FGB23602|g__GGB33537|s__GGB33537_SGB46614|t__SGB46614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00195	0.0	0.00049	0.00029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Solilutibacter|s__Solilutibacter_oculi|t__SGB22686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41596	0.0	0.07292	0.059	0.03284	0.06516	0.0	0.02688	0.0	0.02532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB14393|s__GGB14393_SGB21905|t__SGB21905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.0	0.00556	0.02932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00067	0.00052	0.0	0.0	0.0	0.0
