sample	MASTER_WP4_MATIS_1__S1-19	MASTER_WP4_MATIS_1__S2-18	MASTER_WP4_MATIS_1__S2-19	MASTER_WP4_MATIS_1__S3-18	MASTER_WP4_MATIS_1__S3-19	MASTER_WP4_MATIS_1__S4-18	MASTER_WP4_MATIS_1__S4-19	MASTER_WP4_MATIS_1__S6-19	MASTER_WP4_MATIS_1__S6-42
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__Paracoccus|s__Paracoccus_SGB99491|t__SGB99491	0.0	0.0	0.0	0.0	0.0	0.26309	4.692	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Psychromonadaceae|g__Psychromonas|s__Psychromonas_arctica|t__SGB30563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11611
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_WCHAc010034|t__SGB22964	0.0	0.0	0.0	0.0	0.0	0.0	0.00384	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_algidicarnis|t__SGB24909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08423
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_reactans|t__SGB108980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04448
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_sp_KCTC_72723|t__SGB90117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07906
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Kaistella|s__Kaistella_chaponensis|t__SGB2631	0.0	12.77809	7.96334	14.31406	10.19636	3.08806	3.5731	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_EPR_157|t__SGB15808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17987
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_14A|t__SGB78989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3292
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae|g__Caenibacillus|s__Caenibacillus_caldisaponilyticus|t__SGB29924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11194
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Saccharococcus|s__Saccharococcus_thermophilus|t__SGB82686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12434
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_SGB99309|t__SGB99309	0.0	0.0	0.0	0.0	0.0	0.0	0.14688	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_branchiarum|t__SGB97785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06374
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_MIL19|t__SGB89160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33614
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__GGB71323|s__GGB71323_SGB97692|t__SGB97692	16.33057	3.3071	1.1793	0.0	0.0	1.01787	0.6693	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Galactobacter|s__Galactobacter_SGB98770|t__SGB98770	12.32992	0.0	0.0	0.0	0.0	4.12226	6.18298	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_tructae|t__SGB97708	3.66683	0.56465	0.0	0.0	0.0	9.03966	5.08581	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Pseudochrobactrum|s__Pseudochrobactrum_kiredjianiae|t__SGB99107	2.90684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__GGB71979|s__GGB71979_SGB99030|t__SGB99030	1.89191	0.0	0.0	0.0	0.0	0.0	0.00588	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Pseudochrobactrum|s__Pseudochrobactrum_sp_sp1633|t__SGB125315	1.61648	0.0	0.0	0.0	0.0	0.0	0.01473	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_hydrophili|t__SGB82617	1.06417	0.0	0.0	0.0	0.0	1.05984	0.44506	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__GGB71439|s__GGB71439_SGB104451|t__SGB104451	0.12474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__GGB72178|s__GGB72178_SGB99294|t__SGB99294	0.0	5.37386	8.09368	0.0	0.0	0.15256	0.76465	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Tenacibaculum_finnmarkense|t__SGB2818	0.0	0.0	0.0	67.26933	48.95895	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio|s__Aliivibrio_logei|t__SGB9842	0.0	0.0	0.0	1.38541	0.58464	0.0	0.0	0.0	0.18829
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Candidatus_Thioglobus|s__Candidatus_Thioglobus_sp_NP1|t__SGB28681	0.0	0.0	0.0	0.0	5.92248	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB42474|o__OFGB42474|f__FGB42474|g__GGB46925|s__GGB46925_SGB64837|t__SGB64837	0.0	0.0	0.0	0.0	3.20888	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__Candidatus_Pseudothioglobus|s__Candidatus_Pseudothioglobus_singularis|t__SGB5522	0.0	0.0	0.0	0.0	2.57525	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB10776|o__OFGB10776|f__FGB10776|g__GGB68324|s__GGB68324_SGB92255|t__SGB92255	0.0	0.0	0.0	0.0	2.30963	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB13514|o__OFGB13514|f__FGB13514|g__GGB48860|s__GGB48860_SGB91320|t__SGB91320	0.0	0.0	0.0	0.0	2.22979	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB40228|o__OFGB40228|f__FGB40228|g__GGB46761|s__GGB46761_SGB64648|t__SGB64648	0.0	0.0	0.0	0.0	1.68137	0.0	0.0	0.0	0.0
k__Archaea|p__Thermoplasmatota|c__CFGB129|o__OFGB129|f__FGB129|g__GGB41684|s__GGB41684_SGB58768|t__SGB58768	0.0	0.0	0.0	0.0	1.1097	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB36181|o__OFGB36181|f__FGB36181|g__GGB1929|s__GGB1929_SGB64644|t__SGB64644	0.0	0.0	0.0	0.0	1.0577	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacterales_unclassified|g__Candidatus_Pelagibacterales_unclassified|s__Pelagibacterales_bacterium_SAG_MED48|t__SGB64942	0.0	0.0	0.0	0.0	1.02648	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB10776|o__OFGB10776|f__FGB10776|g__GGB32551|s__GGB32551_SGB79052|t__SGB79052	0.0	0.0	0.0	0.0	0.91081	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacterales_unclassified|g__Candidatus_Pelagibacterales_unclassified|s__Pelagibacterales_bacterium_SAG_MED06|t__SGB76413	0.0	0.0	0.0	0.0	0.43285	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB38915|o__OFGB38915|f__FGB38915|g__GGB68132|s__GGB68132_SGB92022|t__SGB92022	0.0	0.0	0.0	0.0	0.43246	0.0	0.0	0.0	0.0
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrosopumilales|f__Nitrosopumilaceae|g__Nitrosopumilus|s__Nitrosopumilus_SGB90964|t__SGB90964	0.0	0.0	0.0	0.0	0.41306	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacterales_unclassified|g__Candidatus_Pelagibacterales_unclassified|s__Candidatus_Pelagibacterales_unclassified_SGB64940|t__SGB64940	0.0	0.0	0.0	0.0	0.39197	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB13514|o__OFGB13514|f__FGB13514|g__GGB58981|s__GGB58981_SGB80710|t__SGB80710	0.0	0.0	0.0	0.0	0.37792	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_giovannonii|t__SGB76397	0.0	0.0	0.0	0.0	0.3008	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Gammaproteobacteria_unclassified|f__Gammaproteobacteria_unclassified|g__GGB67546|s__GGB67546_SGB139873|t__SGB139873_group	0.0	0.0	0.0	0.0	0.29281	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB35481|o__OFGB35481|f__FGB35481|g__GGB67535|s__GGB67535_SGB91332|t__SGB91332	0.0	0.0	0.0	0.0	0.284	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Candidatus_Pelagibacterales|f__Candidatus_Pelagibacteraceae|g__Candidatus_Pelagibacter|s__Candidatus_Pelagibacter_ubique|t__SGB5338	0.0	0.0	0.0	0.0	0.25526	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__CFGB40703|o__OFGB40703|f__FGB40703|g__GGB67428|s__GGB67428_SGB91201|t__SGB91201	0.0	0.0	0.0	0.0	0.10143	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_hodleri|t__SGB15743	0.0	0.0	0.0	0.0	0.0	2.40264	1.73463	0.0	0.31149
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__GGB72468|s__GGB72468_SGB99678|t__SGB99678	0.0	0.0	0.0	0.0	0.0	1.68086	1.92266	0.0	0.02335
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__GGB74142|s__GGB74142_SGB89348|t__SGB89348	0.0	0.0	0.0	0.0	0.0	0.0	0.0112	0.0	0.0
k__Bacteria|p__Mycoplasmatota|c__Mycoplasmatota_unclassified|o__Mycoplasmoidales|f__Mycoplasmoidaceae|g__GGB71253|s__GGB71253_SGB97320|t__SGB97320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_glaciei|t__SGB31382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.40102
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_frigidimarina|t__SGB10329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34297
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_HFYG_1003|t__SGB109643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00556
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_5A_1|t__SGB165560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.83673
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_sp_M13|t__SGB92579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74668
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_crassostreae|t__SGB2971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50807
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_guineae|t__SGB22837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44359
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_140616W15|t__SGB28128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35018
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__GGB42929|s__GGB42929_SGB60152|t__SGB60152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24308
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_antarctica|t__SGB12161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19347
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_BS_15|t__SGB33969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1915
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_28A|t__SGB78988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18276
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_caeni|t__SGB3095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1649
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_leptonychotis|t__SGB56835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13124
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Kaistella|s__Kaistella_gelatinilytica|t__SGB91913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12791
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Bizionia|s__Bizionia_sp_APA_3|t__SGB2858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11804
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Herbaspirillum|s__Herbaspirillum_autotrophicum|t__SGB32861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11155
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Marinilabiliales|f__Marinifilaceae|g__Ancylomarina|s__Ancylomarina_sp_16SWW_S1_10_2|t__SGB84915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08523
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhodobacterales|f__Paracoccaceae|g__GGB72292|s__GGB72292_SGB99449|t__SGB99449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05703
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_sp_D18|t__SGB30802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0529
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__GGB65211|s__GGB65211_SGB88174|t__SGB88174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0489
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_gelidilacus|t__SGB28097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04495
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_AJR|t__SGB2973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04366
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Simplicispira|s__Simplicispira_SGB99289|t__SGB99289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03199
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_cryoconitis|t__SGB78642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03167
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae|g__Proteocatella|s__Proteocatella_sphenisci|t__SGB28978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01671
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia_sp_Arc7_635|t__SGB30770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00985
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_cerinum|t__SGB28085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00692
