clade_name	GuronKPG_2019__SRR7414902	GuronKPG_2019__SRR7414903	GuronKPG_2019__SRR7414904	GuronKPG_2019__SRR7414906	GuronKPG_2019__SRR7414905	GuronKPG_2019__SRR7414907	GuronKPG_2019__SRR7414908	GuronKPG_2019__SRR7414909	GuronKPG_2019__SRR7414910	GuronKPG_2019__SRR7414911	GuronKPG_2019__SRR7414912	GuronKPG_2019__SRR7414913	GuronKPG_2019__SRR7414914	GuronKPG_2019__SRR7414915	GuronKPG_2019__SRR7414916	GuronKPG_2019__SRR7414917	GuronKPG_2019__SRR7414918	GuronKPG_2019__SRR7414919	GuronKPG_2019__SRR7414920	GuronKPG_2019__SRR7414921	GuronKPG_2019__SRR7414922	GuronKPG_2019__SRR7414923	GuronKPG_2019__SRR7414924	GuronKPG_2019__SRR7414925	GuronKPG_2019__SRR7414926	GuronKPG_2019__SRR7414927	GuronKPG_2019__SRR7414928	GuronKPG_2019__SRR7414929	GuronKPG_2019__SRR7414930	GuronKPG_2019__SRR7414931	GuronKPG_2019__SRR7414932	GuronKPG_2019__SRR7414933	GuronKPG_2019__SRR7414934	GuronKPG_2019__SRR7414935	GuronKPG_2019__SRR7414936	GuronKPG_2019__SRR7414937	GuronKPG_2019__SRR7414938	GuronKPG_2019__SRR7414939	GuronKPG_2019__SRR7414940	GuronKPG_2019__SRR7414941	GuronKPG_2019__SRR7414942	GuronKPG_2019__SRR7414943	GuronKPG_2019__SRR7414944	GuronKPG_2019__SRR7414945	GuronKPG_2019__SRR7414946	GuronKPG_2019__SRR7414947	GuronKPG_2019__SRR7414948	GuronKPG_2019__SRR7414949	GuronKPG_2019__SRR7414950	GuronKPG_2019__SRR7414951
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oxydans|t__SGB16871	11.40597	0.44625	2.66383	0.0	0.0	0.0	0.0	0.19363	0.41405	0.83187	0.0	0.0	0.0	0.0	0.64604	0.12533	0.24559	0.0	1.42914	0.0	0.03759	0.34483	0.36914	0.0	0.0	0.0	0.24449	4.84497	0.0	0.0058	0.0	0.0	0.0	0.0	0.59827	0.55835	0.58153	1.14494	0.3493	20.16315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Thermobifida|s__Thermobifida_fusca|t__SGB16392	10.04536	27.54824	0.44909	0.0	0.0	0.0	0.0	0.06578	0.9397	0.08797	0.0	0.45492	0.55895	0.17195	4.08835	34.46676	15.01236	50.46341	1.86951	0.97525	3.44131	15.98045	2.23419	0.0	0.0	2.06125	28.31652	1.02207	0.0	0.0	0.41545	1.26591	1.94785	3.18718	0.0	0.0	10.95075	0.38271	15.87713	6.03509	10.76842	0.75521	0.0	0.0	0.0	0.0	5.76628	18.84526	0.48024	4.67699
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora_viridis|t__SGB16563	6.36667	10.12826	0.16297	0.0	0.0	0.0	0.0	0.0	0.0	0.03903	0.0	0.39849	1.44751	0.07586	2.20729	11.00695	7.48225	12.36943	0.73509	1.02372	3.77116	9.33482	0.89121	0.0	0.0	2.59128	10.45675	1.39364	0.0	0.0	0.22189	0.74636	1.3515	1.89123	0.0	0.0	0.17537	0.14293	9.70382	3.85096	3.21146	0.51847	0.0	0.0	0.0	0.0	1.80029	5.7636	0.14163	1.49065
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Pallidibacillus|s__Pallidibacillus_thermolactis|t__SGB106730	5.1635	5.53164	0.18832	0.0	0.0	0.0	0.0	0.04144	0.75909	0.1147	0.0	0.36389	2.02858	0.12482	0.53758	6.76683	3.21298	10.05247	0.492	1.36717	1.84925	8.03358	0.56982	0.0	0.0	3.24027	5.46847	0.48657	0.0	0.0	0.45962	0.6071	1.07111	1.69693	0.0	0.0	2.62877	0.14632	8.20598	3.32432	2.77242	0.49541	0.0	0.0	0.0	0.0	1.27272	4.54051	0.1607	1.05132
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Ureibacillus|s__Ureibacillus_thermosphaericus|t__SGB29943	4.72571	5.1344	0.06169	0.0	0.0	0.0	0.0	0.00378	0.11974	0.02933	0.0	0.07724	1.04749	0.04905	0.12076	5.09483	3.5566	5.28618	0.19465	0.37827	0.85986	5.80246	0.25615	0.0	0.0	1.09066	5.04937	0.24458	0.0	0.0	0.38064	0.54692	1.09618	1.67261	0.0	0.0	1.87769	0.06043	6.21797	2.33704	2.64774	0.37073	0.0	0.0	0.0	0.0	1.04778	4.40541	0.14229	0.91378
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes|t__SGB16955	3.88208	0.44782	0.54079	0.17951	0.28145	0.58493	0.63705	1.00557	15.69089	46.69795	1.12434	3.59184	39.51791	1.66047	1.08766	1.6616	3.77546	0.70926	1.65098	3.27104	38.46523	0.8721	12.87186	0.26887	0.26722	14.22762	0.1798	2.60338	0.57544	0.30067	0.39671	0.1795	0.11732	0.27703	0.30177	0.38589	3.23056	0.58386	1.25022	6.80986	0.11469	0.26435	0.31983	0.0	0.18365	0.3591	0.10432	0.14581	0.13085	0.07772
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_oleivorans|t__SGB10351	3.71924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Homoserinibacter|s__Homoserinibacter_gongjuensis|t__SGB129688	2.9936	1.03891	0.0	0.19631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64967	0.0	0.0	0.02112	0.0	0.0	0.95988	0.0	0.15846	0.0	0.0	1.13601	0.0	0.0	0.0	0.06499	0.17944	0.29492	0.22513	0.0	0.0	0.8501	0.0	0.97965	4.66356	1.10041	0.29221	0.0	0.0	0.0	0.0	1.04651	1.62266	0.5899	0.9213
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_kribbensis|t__SGB15975	2.55231	0.03696	0.11393	0.0	0.0	0.0	0.0	0.0	0.0	1.06425	0.0	0.0	0.0	0.0	0.76945	0.0506	0.0	0.0	0.0	9.46006	0.0	0.33139	0.50455	0.0262	0.01156	6.27316	0.0196	0.02381	0.0	0.0	0.03051	0.0	0.0	0.0	0.0	0.0	7.78173	0.05189	0.38685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Insulibacter|s__Insulibacter_thermoxylanivorax|t__SGB82349	2.31854	1.68926	0.01729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00991	0.87578	0.50627	1.00005	0.05179	0.09047	0.46341	3.67389	0.0	0.0	0.0	0.59036	1.65345	0.10282	0.0	0.0	0.19255	0.28762	0.63728	0.88296	0.0	0.0	0.94163	0.00523	3.82171	1.16891	0.60627	0.19761	0.0	0.0	0.0	0.0	0.26547	0.98161	0.01885	0.23812
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae|g__Thermoactinomyces|s__Thermoactinomyces_vulgaris|t__SGB8263	2.16969	3.20031	0.23068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43546	0.43431	0.36854	2.71534	2.40959	7.55134	0.6174	0.88432	1.0241	1.21129	0.3151	0.0	0.0	0.0	3.34559	0.16669	0.0	0.0	0.04619	0.05422	0.12154	0.30789	0.0	0.0	0.1867	0.0	1.27815	1.50364	1.69031	0.07737	0.0	0.0	0.0	0.0	0.34104	2.58858	0.0995	0.60447
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Soil774|t__SGB23822	2.09522	0.0	0.0	0.0	0.20125	1.70809	1.05468	0.16352	0.0	0.15562	0.19311	0.16744	0.0	0.234	2.5419	0.75918	1.94027	0.28621	0.0	4.39725	0.0	0.0	1.64639	0.0	0.53034	5.98892	0.0	0.0	0.0	0.0	0.93581	0.9189	0.0	0.0	0.0	0.0	0.05549	0.03676	0.0	1.80712	0.0	0.53913	0.06201	0.01258	0.21722	0.11236	1.48913	0.0	0.44588	1.26448
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11084	1.7038	0.19822	1.08274	0.01663	12.22118	0.30633	1.38824	0.0	0.0	0.0	5.69385	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14403	0.0	0.0	0.0	0.0	0.01875	0.05824	0.0	0.22869	1.01922	0.71449	4.48317	4.65355	4.0824	0.0424	0.0	0.4905	0.95751	0.0	0.0	0.0	0.0	0.0	2.57729	2.95801	3.45113	2.67589	1.69451	0.15594	0.0	0.75973	0.27262
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_baculatus|t__SGB93284	1.54128	0.09617	0.33776	0.00409	3.83226	3.44241	4.28394	0.0	0.0	0.09911	1.63264	0.0	0.0	0.03079	1.83926	0.0	0.0	0.0	0.0111	1.20882	0.0	0.26239	0.76368	0.11426	6.81501	1.37793	0.11556	0.69486	0.05054	0.05837	5.73239	2.1188	0.08845	0.25921	2.62211	2.38563	0.96543	4.06891	0.20824	1.61894	0.0099	2.57015	1.07531	1.29157	0.61085	0.66452	0.60886	0.0	1.46585	0.86102
k__Archaea|p__Nitrososphaerota|c__CFGB72910|o__OFGB72910|f__FGB72910|g__GGB87549|s__GGB87549_SGB122612|t__SGB122612	1.48961	0.0	0.0	0.0	1.04322	0.61792	0.73436	0.17994	0.0	0.02357	0.45598	4.46929	0.0	4.42758	2.09464	1.32835	1.28004	0.0	0.0	2.60565	0.0	0.0	4.51792	0.0	0.20112	5.0399	0.0	0.0	0.0	0.0	0.15893	0.5351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7437	0.0	0.1749	0.03558	0.02146	0.06781	0.04087	1.03946	0.0	0.04693	0.76256
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB66014|s__GGB66014_SGB89423|t__SGB89423	1.46938	0.0	0.0	0.0	0.9214	0.67398	0.66686	0.28498	0.0	0.07842	0.43172	9.06983	1.45794	8.11489	2.46426	2.4686	1.27207	0.0	0.0	1.49949	0.0	0.02964	5.49332	0.0	0.23424	1.8215	0.0	0.0863	0.0	0.0	0.10452	0.53817	0.0	0.0	0.0	0.0	0.0	0.0023	0.01079	1.82425	0.0	0.19153	0.04917	0.0296	0.03805	0.0617	0.84335	0.0	0.08689	0.6185
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum|t__SGB87900	1.39689	0.26692	0.89234	0.0	0.0	0.0	0.04142	0.56417	0.0	0.30741	0.0	0.0	0.0	0.0	3.46112	0.0	0.0	0.0	0.83157	0.0	0.0	0.26316	0.90824	0.0	0.14257	0.0	0.18281	1.69346	0.0	0.01438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.156	0.25466	2.29877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__GGB92602|s__GGB92602_SGB133322|t__SGB133322	1.34769	0.0	0.0	0.0	1.75519	0.49843	0.74064	0.57039	0.0	0.21688	0.76053	6.24112	1.04968	5.372	2.7059	2.16887	3.18639	0.3624	0.0	3.93664	0.0	0.0	2.80997	0.0	0.38528	2.03551	0.0	0.0043	0.0	0.0	0.17229	0.59755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68921	0.0	0.17909	0.09249	0.08884	0.17824	0.10704	1.10195	0.0	0.06963	0.9554
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_rubeus|t__SGB78713	1.3442	0.0	0.0	0.0	0.08651	0.0	0.00904	0.0	0.0	0.0	0.35019	0.39539	0.0	0.30859	1.74095	0.0	0.0	0.0	0.0	1.09202	0.0	0.05897	0.0	0.0	0.0	0.0	0.0	0.13633	0.0	0.0	0.0	0.28765	0.33026	0.0	0.0	0.0	0.0	0.00189	0.04456	2.82985	1.70714	0.0668	0.08139	0.09175	0.0	0.0	0.0	0.04586	0.1223	0.04934
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_delafieldii|t__SGB12700	1.34332	0.50702	0.68704	0.54951	0.0	0.1142	0.15609	0.06375	0.9105	0.04878	0.0	0.47499	0.0	0.43662	0.53992	0.59977	1.68876	2.51878	0.92858	1.93997	0.25776	0.44993	0.64491	2.08087	0.02758	0.02429	0.58721	1.15819	0.66766	11.32739	0.02567	0.60653	1.48908	2.68307	1.22493	0.85751	0.8668	2.46696	0.60992	3.24775	4.30981	0.11436	0.02261	0.0567	0.0	0.0	0.24274	4.7995	0.0	0.25202
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter|s__Pseudarthrobacter_equi|t__SGB16735	1.32076	0.0	0.0	0.0	0.29482	1.74158	1.29637	9.6896	0.0	4.12782	0.30573	0.0	0.0	0.0	0.18678	2.88976	16.90618	0.0	0.0	0.0	0.0	0.0	0.02082	0.0	0.6455	1.12735	0.0	0.0	0.0	0.0	3.73366	2.12729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49956	0.0	1.76905	0.54673	0.82365	0.15019	0.0	1.28812	0.0	0.05959	1.06919
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_sp_H050|t__SGB11584	1.23319	0.12059	0.65899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15412	0.0	0.0	0.0	0.07559	0.0	0.02111	0.21016	0.10133	0.0	0.0	0.0	0.14099	0.57303	0.0	0.0	0.0	0.04538	0.0	0.0	0.49101	0.97117	0.24065	0.13893	0.22464	1.33608	0.0068	0.00206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__GGB53657|s__GGB53657_SGB74789|t__SGB74789	1.08275	0.0	0.0	0.0	1.35841	0.33107	0.40865	0.25707	0.0	0.07796	0.59345	6.15258	0.60157	6.09166	0.87126	0.81861	0.83447	0.0	0.0	2.53967	0.0	0.0	1.69843	0.0	0.07942	1.77638	0.0	0.0	0.0	0.0	0.0422	0.31535	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42448	0.0	0.07843	0.03757	0.02202	0.03386	0.01924	0.75906	0.0	0.01073	0.56701
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__GGB64642|s__GGB64642_SGB87346|t__SGB87346	0.94269	0.0	0.0	0.0	1.04919	0.18843	0.23226	0.2198	0.0	0.09162	0.39498	2.93866	0.0	2.79955	1.38989	0.90137	1.06635	0.0	0.0	2.20212	0.0	0.0	1.52871	0.0	0.11702	2.14168	0.0	0.0	0.0	0.0	0.06227	0.2806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95038	0.0	0.08592	0.02807	0.02124	0.07539	0.05464	0.56427	0.0	0.0	0.44864
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_oleivorans|t__SGB16905	0.93511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_anseongensis|t__SGB111685	0.89351	0.0	0.0	0.0	0.0505	0.03752	0.0501	0.01967	0.0	0.00163	0.03072	0.13384	0.0	0.13737	0.88497	0.07024	0.11101	0.0	0.0	1.12434	0.0	0.0	0.22326	0.0	0.01246	9.63405	0.0	0.0	0.0	0.0	0.02439	0.0816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12123	0.0	0.03306	0.0	0.0	0.01788	0.0	0.06912	0.0	0.0659	0.07388
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Paenarthrobacter|s__Paenarthrobacter_nicotinovorans|t__SGB16696	0.86586	1.08412	0.14594	0.0	0.56353	1.60754	2.50418	2.28609	0.0	0.92324	0.42277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06183	0.0	0.08798	0.45988	0.12926	1.03727	0.30544	0.07847	0.06537	2.62867	1.64562	0.78034	1.23991	5.65244	11.17117	0.54446	0.05843	0.06667	0.37681	0.04829	1.22689	13.48353	19.94352	0.08062	0.01119	3.04239	0.05254	3.8299	3.31092
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Streptosporangiales|f__Nocardiopsidaceae|g__Thermobifida|s__Thermobifida_alba|t__SGB110996	0.85693	2.10467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53905	0.30733	0.70423	0.0264	0.0	0.02051	1.99272	0.0	0.0	0.0	0.0	2.2231	0.04181	0.0	0.0	0.02149	0.14364	0.19468	0.34713	0.0	0.0	0.23574	0.0	1.99415	0.29137	0.72984	0.09648	0.0	0.0	0.0	0.0	0.32059	1.2799	0.00341	0.22546
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Kitasatosporales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_thermovulgaris|t__SGB16215	0.82718	1.92012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55621	0.98562	0.27194	0.0	0.0	0.15741	1.60199	0.0	0.0	0.0	0.0	2.06118	0.00362	0.0	0.0	0.02261	0.08271	0.17552	0.22027	0.0	0.0	0.0	0.0	1.53339	0.37603	0.78206	0.05275	0.0	0.0	0.0	0.0	0.44117	1.26008	0.02528	0.30079
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Tsuneonella|s__Tsuneonella_rigui|t__SGB31611	0.82007	0.39284	3.93961	0.19321	1.06203	0.59831	1.0216	0.00434	0.0	0.0	0.6299	0.0	0.0	0.02577	0.57808	0.0	0.0	0.0	3.84565	0.34523	0.10895	0.35481	0.172	1.22795	0.61339	1.1517	0.45392	0.75944	3.0847	0.87728	1.2949	2.75094	0.22669	0.32397	1.74928	1.77242	1.55889	1.23146	0.39181	0.7201	0.95349	1.08758	0.09486	0.05169	0.20069	0.10074	2.1692	0.2372	2.10476	2.08968
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus|s__Saccharophagus_sp_K07|t__SGB81376	0.81594	0.01759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00599	0.0	0.0	0.0	0.0	0.02497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Nitrososphaerota|c__Nitrososphaeria|o__Nitrososphaerales|f__Nitrososphaerales_unclassified|g__Nitrososphaerales_unclassified|s__Nitrososphaerales_archaeon_TH703|t__SGB122608	0.80518	0.0	0.0	0.0	0.65861	0.51089	0.57493	0.18789	0.0	0.07615	0.25661	4.45722	0.0	4.41585	1.22484	0.63651	0.0	0.0	0.0	1.18159	0.0	0.0	3.21185	0.0	0.09507	1.54531	0.0	0.0	0.0	0.0	0.05267	0.30875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66403	0.0	0.09471	0.02844	0.00345	0.02705	0.01007	0.53238	0.0	0.04942	0.49532
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia|s__Leifsonia_soli|t__SGB16839	0.77522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Mucilaginibacter|s__Mucilaginibacter_roseus|t__SGB109255	0.7355	0.0	0.0	0.0	0.0	0.0	0.0	0.00244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_sp_Root122|t__SGB15965	0.72212	0.0	0.0	0.0116	0.31699	0.65373	0.29431	0.1592	0.0	0.1326	0.26363	0.0	0.0	0.0	0.12029	0.0	0.07138	0.0	0.0	0.0	0.0	0.0	0.0	0.01837	0.10065	0.56891	0.0	0.0	0.0	0.0	0.64015	0.46046	0.00033	0.00701	0.003	0.0088	0.0	0.0	0.0	1.32343	0.00568	0.49026	0.0503	0.00582	0.32248	0.13542	0.13075	0.0	0.15099	0.16558
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Saccharomonospora|s__Saccharomonospora_glauca|t__SGB176089	0.7125	3.41026	0.07777	0.0	0.0	0.0	0.0	0.0	0.0	0.00111	0.0	0.0419	0.0	0.0	0.53006	2.8201	1.02725	2.71564	0.46151	0.51682	1.70924	1.04142	0.87432	0.0	0.0	0.11718	3.60024	0.80789	0.0	0.0	0.00183	0.03428	0.12863	0.14332	0.0	0.0	0.04059	0.27932	1.07705	0.1732	1.06311	0.02364	0.0	0.0	0.0	0.0	0.71988	1.70545	0.03397	0.61747
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__GGB15919|s__GGB15919_SGB24193|t__SGB24193	0.68046	1.42864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79236	0.07469	0.0	0.0	0.0	0.04621	1.29176	0.0	0.0	0.0	0.0	1.46643	0.0	0.0	0.0	0.0	0.06563	0.11914	0.20173	0.0	0.0	0.91785	0.0	1.17252	0.79293	0.42381	0.02496	0.0	0.0	0.0	0.0	0.26477	0.72097	0.0	0.213
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__GGB65173|s__GGB65173_SGB88135|t__SGB88135	0.67138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00918	1.42883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_thermoresistibile|t__SGB15662	0.61471	0.85297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53489	0.0	0.51777	0.0	0.0	0.0	0.80226	0.0	0.0	0.0	0.0	0.95524	0.00441	0.0	0.0	0.0	0.0144	0.07153	0.12421	0.0	0.0	0.08645	0.0	0.80648	0.69178	0.1648	0.0138	0.0	0.0	0.0	0.0	0.09624	0.35596	0.0	0.0645
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Afipia|s__Afipia_sp_OHSU_II_C1|t__SGB31945	0.61336	0.00392	0.07212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13935	0.0	0.0	0.0	0.09284	0.0	0.0	0.18546	0.0	0.0	0.0	0.0	0.02412	0.36129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02999	0.19998	0.75546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__GGB92497|s__GGB92497_SGB132995|t__SGB132995	0.6011	1.60889	0.00077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9742	0.23186	0.0	0.0	0.0	0.0	1.64532	0.0	0.0	0.0	0.0	1.67571	0.0	0.0	0.0	0.0	0.04546	0.12174	0.31236	0.0	0.0	2.92037	0.00441	1.64346	0.30671	0.47027	0.02499	0.0	0.0	0.0	0.0	0.31398	0.98209	0.00917	0.27137
k__Archaea|p__Nitrososphaerota|c__CFGB93774|o__OFGB93774|f__FGB93774|g__GGB49577|s__GGB49577_SGB69552|t__SGB69552	0.58247	0.0	0.0	0.0	0.14137	0.08358	0.12161	0.0	0.0	0.0	0.06386	0.30261	0.0	0.47782	0.34515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8038	0.0	0.00082	4.43767	0.0	0.0	0.0	0.0	0.00074	0.10942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33959	0.0	0.01339	0.0	0.0	0.0	0.0	0.34686	0.0	0.0	0.29341
