dataset_name	sample_id	macrocategory	category	type	subtype	commercial_name	country	sample_accession	run_accession	experiment_accession	study_accession	project_accession	database_origin	library_layout	sequencing_platform	DNA_extraction_kit	collection_date	n_bases	n_reads	min_read_len	median_read_len	mean_read_len	max_read_len	n_contigs	n_MAGs_(HQ+MQ)	n_MAGs_MQ	n_MAGs_HQ	n_MAGs_all	filtered	curator
AlvarezOrdonezA_xxxx	Q01-26	food	dairy	cheese	cheese_2_before_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9646234519	65642596	75	151.0	146.95083843119184	151	1583	2	1	1	3		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q01-27	food	dairy	cheese	cheese_1_after_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9301241406	62221393	75	151.0	149.48622905308468	151	9115	4	2	2	8		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q01-28	food	dairy	cheese	cheese_2_after_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9560473452	63825332	75	151.0	149.7912059744554	151	1449	2	1	1	4		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q01-29	food	dairy	cheese	cheese_1_after_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9537159933	64496600	75	151.0	147.87073943432677	151	21735	9	6	3	20		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q01-30	food	dairy	cheese	cheese_2_after_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		8370568758	58156849	75	151.0	143.93091960673453	151	19248	8	3	5	17		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-20	food	dairy	milk	raw_milk		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9540748458	64133212	75	151.0	148.76455054208105	151	219122	0	0	0	3		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-21	food	dairy	whey	whey		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		8376594971	56080423	75	151.0	149.36754259146727	151	4264	4	2	2	8		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-23	food	dairy	cheese	cheese_1_before_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9254384531	63573080	75	151.0	145.57080655837345	151	35783	7	6	1	26		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-24	food	dairy	cheese	cheese_2_before_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		7592444922	52103211	75	151.0	145.7193285457973	151	33235	5	3	2	21		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-25	food	dairy	cheese	cheese_1_before_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		8018605315	53841089	75	151.0	148.93096450928027	151	30069	5	4	1	20		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-26	food	dairy	cheese	cheese_2_before_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		7926275948	54233531	75	151.0	146.1508369794325	151	46075	5	4	1	16		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-27	food	dairy	cheese	cheese_1_after_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9942727269	66758774	75	151.0	148.93513875794065	151	28053	8	5	3	16		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-28	food	dairy	cheese	cheese_2_after_ripening;core		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		7367029745	50290551	75	151.0	146.48934240151794	151	24360	10	4	6	24		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-29	food	dairy	cheese	cheese_1_after_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		7735029815	52449523	75	151.0	147.47569420221419	151	37442	7	3	4	20		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q02-30	food	dairy	cheese	cheese_2_after_ripening;rind		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9142825369	62843017	75	151.0	145.48673512921889	151	36095	9	6	3	30		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q03-20	food	dairy	milk	raw_milk		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		7110944628	48195400	75	151.0	147.54405250293595	151	38614	1	0	1	12		Niccolò Carlino
AlvarezOrdonezA_xxxx	Q03-21	food	dairy	whey	whey		ESP							PAIRED	Illumina_NovaSeq_6000	QIAGEN_MASTERWP4_kit		9499371930	63564240	75	151.0	149.44522155853667	151	16781	5	4	1	13		Niccolò Carlino
