sgb_id	Unknown	Assigned taxonomy	Level of assigned taxonomy	MAG	reference_genomes	Food_processing	Animal	Food	Human	Other_categories	NA
SGB16742	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_rhombi|t__SGB16742	Species	21	2	12	0	10	0	0	2
SGB16746	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_ardleyensis|t__SGB16746	Species	64	2	39	0	22	0	2	4
SGB16749	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Glutamicibacter|s__Glutamicibacter_arilaitensis|t__SGB16749	Species	38	4	18	0	23	0	0	28
SGB16899	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sp_BH_3_3_3|t__SGB16899	Species	5	6	2	0	3	0	0	6
SGB16913	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_lacticum|t__SGB16913	Species	40	2	28	0	6	6	0	2
SGB16938	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Frigoribacterium|s__Frigoribacterium_sp_JB110|t__SGB16938	Species	18	2	4	0	14	0	0	2
SGB16940	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agrococcus|s__Agrococcus_casei|t__SGB16940	Species	80	1	27	0	54	0	0	5
SGB16955	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Cutibacterium|s__Cutibacterium_acnes|t__SGB16955	Species	457	166	17	1	1	413	8	252
SGB16957	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_acidipropionici|t__SGB16957	Species	7	6	2	0	3	0	0	8
SGB17034	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_variabile|t__SGB17034	Species	109	3	53	0	32	0	12	23
SGB17036	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum|t__SGB17036	Species	21	65	0	0	1	18	0	69
SGB17082	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_xerosis|t__SGB17082	Species	8	6	0	0	2	0	0	18
SGB17086	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pollutisoli|t__SGB17086	Species	7	1	0	0	3	1	0	6
SGB17089	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_testudinoris|t__SGB17089	Species	3	1	2	0	1	0	0	1
SGB17119	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_phoceense|t__SGB17119	Species	4	9	0	1	1	0	0	13
SGB17127	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei|t__SGB17127	Species	166	4	77	0	89	0	1	16
SGB17183	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Trueperella|s__Trueperella_pyogenes|t__SGB17183	Species	1	18	0	0	1	0	0	18
SGB17227	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_psychraerophilum|t__SGB17227	Species	12	2	0	0	38	1	0	2
SGB17228	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_mongoliense|t__SGB17228	Species	36	2	17	0	18	1	0	3
SGB17230	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_aquikefiri|t__SGB17230	Species	47	1	0	0	72	0	0	3
SGB17247	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__SGB17247	Species	602	107	0	5	2	722	0	471
SGB17248	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__SGB17248	Species	3950	413	0	9	13	4370	0	1435
SGB17256	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__SGB17256	Species	1542	73	0	1	3	1769	0	620
SGB17278	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__SGB17278	Species	267	55	0	45	6	262	0	128
SGB17538	kSGB	k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_proteolyticus|t__SGB17538	Species	1	1	0	0	1	0	0	1
SGB17564	kSGB	k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_scotoductus|t__SGB17564	Species	3	38	1	0	1	0	0	39
SGB17566	kSGB	k__Bacteria|p__Deinococcus_Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_thermophilus|t__SGB17566	Species	82	14	0	0	12	0	160	22
SGB19526	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19526	Species	39	13	0	0	85	0	0	14
SGB19527	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Zymomonadaceae|g__Zymomonas|s__Zymomonas_mobilis|t__SGB19527	Species	3	1	0	0	26	0	0	1
SGB22508	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Microvirgula|s__Microvirgula_aerodenitrificans|t__SGB22508	Species	5	3	1	0	3	1	0	4
SGB22519	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Gulbenkiania|s__Gulbenkiania_indica|t__SGB22519	Species	2	3	0	0	1	0	0	4
SGB22774	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB22774	Species	1	7	0	0	1	0	0	7
SGB22915	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Advenella|s__Advenella_sp_FME57|t__SGB22915	Species	3	1	0	0	2	0	0	4
SGB22943	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_taeanensis|t__SGB22943	Species	2	1	0	0	2	0	0	1
SGB23000	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_aquimaris|t__SGB23000	Species	7	3	1	0	6	0	1	4
SGB23002	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_namhaensis|t__SGB23002	Species	9	2	0	0	4	0	1	11
SGB23030	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_litoralis|t__SGB23030	Species	6	2	3	0	3	0	0	3
SGB23238	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Siccibacter|s__Siccibacter_turicensis|t__SGB23238	Species	2	5	0	0	1	0	1	6
SGB23242	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_cryocrescens|t__SGB23242	Species	5	4	0	0	1	0	1	9
SGB23268	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB23268	Species	1	6	0	0	1	0	0	6
SGB23273	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_sp_ESNIH1|t__SGB23273	Species	15	1	0	0	1	0	11	5
SGB23955	uSGB	k__Bacteria|p__Actinobacteria|c__CFGB5342|o__OFGB5342|f__FGB5342|g__GGB15717|s__GGB15717_SGB23955|t__SGB23955	Other	91	0	74	0	12	0	3	3
SGB23975	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_neomassiliense|t__SGB23975	Species	4	2	1	0	1	0	1	3
SGB23979	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Ancrocorticia|s__Ancrocorticia_populi|t__SGB23979	Species	59	1	18	0	51	0	1	4
SGB23995	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina|s__Micropruina_glycogenica|t__SGB23995	Species	3	1	0	0	1	0	0	3
SGB23998	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_virtanenii|t__SGB23998	Species	1	1	0	0	1	0	0	1
SGB24152	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_entanii|t__SGB24152	Species	12	3	0	0	12	0	0	3
SGB24153	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_saccharivorans|t__SGB24153	Species	12	4	0	0	10	0	1	6
SGB24156	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB24156	Species	2	3	0	0	1	0	0	4
SGB24161	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconacetobacter|s__Gluconacetobacter_liquefaciens|t__SGB24161	Species	1	1	0	0	1	0	0	1
SGB24499	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Falsochrobactrum|s__Falsochrobactrum_shanghaiense|t__SGB24499	Species	1	1	0	0	1	0	0	1
SGB24795	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Limnobacter|s__Limnobacter_sp_SAORIC_580|t__SGB24795	Species	30	2	0	0	1	0	20	24
SGB24956	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_halotolerans|t__SGB24956	Species	12	1	1	4	4	0	2	3
SGB24957	uSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_SGB24957|t__SGB24957	Genus	2	0	0	0	1	0	0	1
SGB25051	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Ruoffia|s__Ruoffia_tabacinasalis|t__SGB25051	Species	34	3	7	0	26	0	0	4
SGB25087	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_rostri|t__SGB25087	Species	1	1	0	0	1	0	0	1
SGB25309	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_paracarnosus|t__SGB25309	Species	1	2	0	0	1	0	0	2
SGB25314	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_taiwanensis|t__SGB25314	Species	8	4	0	0	1	2	3	6
SGB25330	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Cohnella|s__Cohnella_laeviribosi|t__SGB25330	Species	4	1	0	0	1	0	3	2
SGB27672	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_sp_UCMA_16435|t__SGB27672	Species	2	1	0	0	1	0	0	2
SGB27673	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Oenococcus|s__Oenococcus_sicerae|t__SGB27673	Species	22	1	0	0	23	0	0	3
SGB28188	kSGB	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_timonianum|t__SGB28188	Species	2	1	1	0	1	0	0	1
SGB28240	kSGB	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_thalpophilum|t__SGB28240	Species	10	1	0	4	1	0	4	2
SGB28246	kSGB	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_T2|t__SGB28246	Species	3	1	0	0	3	0	0	1
SGB29369	kSGB	k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Hungatella|s__Hungatella_xylanolytica|t__SGB29369	Species	2	1	0	0	1	0	0	2
SGB29552	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_zhongbaensis|t__SGB29552	Species	1	1	0	0	1	0	0	1
SGB29555	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_musae|t__SGB29555	Species	1	2	0	0	1	0	0	2
SGB29563	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_insicii|t__SGB29563	Species	3	1	0	0	3	0	0	1
SGB29566	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_fallax|t__SGB29566	Species	6	2	0	0	6	0	0	2
SGB29577	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB29577	Species	12	7	3	0	9	0	0	7
SGB29587	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Acetilactobacillus|s__Acetilactobacillus_jinshanensis|t__SGB29587	Species	2	1	0	0	2	0	0	1
SGB29598	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lacticaseibacillus|s__Lacticaseibacillus_chiayiensis|t__SGB29598	Species	1	3	0	0	1	0	0	3
SGB29609	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_raoultii|t__SGB29609	Species	2	1	0	0	2	0	0	1
SGB29620	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus|s__Loigolactobacillus_jiayinensis|t__SGB29620	Species	1	1	0	0	1	0	0	1
SGB29633	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_lindianensis|t__SGB29633	Species	8	1	0	0	8	0	0	1
SGB29637	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_wangkuiensis|t__SGB29637	Species	1	3	0	0	1	0	0	4
SGB29638	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_cerevisiae|t__SGB29638	Species	2	1	0	0	2	0	0	1
SGB29639	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_yonginensis|t__SGB29639	Species	1	1	0	0	1	0	0	1
SGB29645	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_suantsaii|t__SGB29645	Species	2	2	0	0	2	0	0	2
SGB29719	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_psychrophilus|t__SGB29719	Species	30	2	29	0	1	0	0	2
SGB29821	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_suis|t__SGB29821	Species	40	21	4	0	10	1	17	32
SGB29863	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_salmoninarum|t__SGB29863	Species	7	2	3	0	4	0	0	2
SGB29872	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium|s__Carnobacterium_mobile|t__SGB29872	Species	2	2	1	0	1	0	0	2
SGB29877	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Bavariicoccus|s__Bavariicoccus_seileri|t__SGB29877	Species	10	1	2	0	3	0	1	5
SGB29881	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus_solitarius|t__SGB29881	Species	2	1	0	0	2	0	0	1
SGB29882	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Tetragenococcus|s__Tetragenococcus_koreensis|t__SGB29882	Species	37	2	11	0	28	0	0	3
SGB29898	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_carniphilus|t__SGB29898	Species	1	1	0	0	1	0	0	1
SGB29906	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Marinilactibacillus|s__Marinilactibacillus_piezotolerans|t__SGB29906	Species	3	1	0	0	1	0	0	3
SGB29943	kSGB	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Ureibacillus|s__Ureibacillus_thermosphaericus|t__SGB29943	Species	3	3	0	0	3	0	0	3
SGB30482	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|s__Komagataeibacter_xylinus|t__SGB30482	Species	8	1	0	0	8	0	0	1
SGB30486	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acetobacter|s__Acetobacter_papayae|t__SGB30486	Species	17	1	0	0	17	0	0	1
SGB31156	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_intermedia|t__SGB31156	Species	8	3	1	0	6	0	1	3
SGB31278	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_variigena|t__SGB31278	Species	6	6	2	0	1	0	2	7
SGB31286	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_inusitata|t__SGB31286	Species	22	2	6	0	13	0	0	5
SGB31329	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_harbinensis|t__SGB31329	Species	47	1	27	0	20	0	0	1
SGB31383	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB31383	Species	18	5	3	0	1	0	12	7
SGB31770	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_diminuta|t__SGB31770	Species	14	3	0	0	1	5	5	6
SGB32241	kSGB	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Pseudochrobactrum|s__Pseudochrobactrum_algeriensis|t__SGB32241	Species	3	4	0	0	1	0	2	4
SGB32412	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Zymobacter|s__Zymobacter_palmae|t__SGB32412	Species	1	2	0	0	1	0	0	2
SGB32414	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Cobetia|s__Cobetia_crustatorum|t__SGB32414	Species	7	2	6	0	1	0	0	2
SGB32471	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_jeotgali|t__SGB32471	Species	10	1	2	0	8	0	0	1
SGB32537	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Curvibacter|s__Curvibacter_delicatus|t__SGB32537	Species	5	1	0	0	1	0	6	1
SGB32540	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Aquabacterium|s__Aquabacterium_commune|t__SGB32540	Species	2	1	0	0	1	0	1	1
SGB32618	kSGB	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_terrae|t__SGB32618	Species	2	1	0	0	2	0	0	1
SGB32940	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia|t__SGB32940	Species	7	3	0	0	3	0	3	4
SGB33220	kSGB	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_haemolytica|t__SGB33220	Species	9	8	1	0	8	0	0	8
SGB33632	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_crudilactis|t__SGB33632	Species	18	1	5	0	10	0	0	4
SGB33716	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_nuruki|t__SGB33716	Species	4	1	1	0	1	0	1	2
SGB33736	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Flaviflexus|s__Flaviflexus_ciconiae|t__SGB33736	Species	90	1	22	0	68	0	0	1
SGB34127	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium|s__Aeromicrobium_camelliae|t__SGB34127	Species	1	1	0	0	1	0	0	1
SGB34809	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_S6|t__SGB34809	Species	11	1	9	0	2	0	0	1
SGB34829	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_S22|t__SGB34829	Species	40	1	17	0	23	0	0	3
SGB34830	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_sp_S111|t__SGB34830	Species	57	1	26	0	31	0	0	1
SGB34900	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Pseudoclavibacter|s__Pseudoclavibacter_helvolus|t__SGB34900	Species	42	3	41	0	1	0	0	3
SGB34904	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_gubbeenense|t__SGB34904	Species	39	1	17	0	23	0	0	3
SGB35039	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_S41|t__SGB35039	Species	3	1	2	0	1	0	0	1
SGB35079	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_ulcerisalmonis|t__SGB35079	Species	16	1	15	0	1	0	0	1
SGB35097	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Galactobacter|s__Galactobacter_valiniphilus|t__SGB35097	Species	1	1	0	0	1	0	0	1
SGB35116	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_varians|t__SGB35116	Species	7	2	4	0	3	0	0	2
SGB35146	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_jensenii|t__SGB35146	Species	29	5	27	0	3	0	0	5
SGB35147	kSGB	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_thoenii|t__SGB35147	Species	12	1	8	0	1	0	2	2
