sgb_id	Unknown	Level of assigned taxonomy	Assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	MAG	genome	filtered	Food	Human	Animal	Other_categories	NA
SGB96824	uSGB	Other	k__Bacteria|p__Proteobacteria|c__CFGB21354|o__OFGB21354|f__FGB21354|g__GGB71106|s__GGB71106_SGB96824|t__SGB96824	Bacteria	Proteobacteria	CFGB21354	OFGB21354	FGB21354	GGB71106	GGB71106_SGB96824	2	0	0	1	0	0	1	0
SGB12290	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida|t__SGB12290	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_putida	9	69	2	2	1	0	6	71
SGB35116	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_varians|t__SGB35116	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	Kocuria_varians	7	2	0	3	0	0	4	2
SGB96919	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_SGB96919|t__SGB96919	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_SGB96919	23	0	2	6	0	0	19	0
SGB29577	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB29577	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_hellenica	12	7	0	9	0	0	3	7
SGB12430	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_campestris|t__SGB12430	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas_campestris	9	47	2	5	0	0	0	53
SGB98796	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB98796|t__SGB98796	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB98796	3	0	0	2	0	0	1	0
SGB81727	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_massiliensis|t__SGB81727	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	Buttiauxella_massiliensis	2	1	0	2	0	0	0	1
SGB93100	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB93100|t__SGB93100	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB93100	29	0	0	9	0	0	20	0
SGB98941	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB98941|t__SGB98941	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_SGB98941	8	0	4	1	0	0	11	0
SGB33220	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_haemolytica|t__SGB33220	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_haemolytica	9	8	0	8	0	0	1	8
SGB25087	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_rostri|t__SGB25087	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_rostri	1	1	0	1	0	0	0	1
SGB7865	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__SGB7865	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_epidermidis	772	757	592	2	857	0	0	1262
SGB22943	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_taeanensis|t__SGB22943	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_taeanensis	2	1	0	2	0	0	0	1
SGB99144	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Marinobacteraceae|g__Marinobacter|s__Marinobacter_SGB99144|t__SGB99144	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter_SGB99144	7	0	0	5	0	0	2	0
SGB88995	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_salicampi|t__SGB88995	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_salicampi	2	1	0	2	0	0	0	1
SGB97351	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_SGB97351|t__SGB97351	Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Halanaerobium_SGB97351	1	0	0	1	0	0	0	0
SGB99695	ufSGB	Other	k__Bacteria|p__Proteobacteria|c__CFGB21214|o__OFGB21214|f__FGB21214|g__GGB72483|s__GGB72483_SGB99695|t__SGB99695	Bacteria	Proteobacteria	CFGB21214	OFGB21214	FGB21214	GGB72483	GGB72483_SGB99695	1	0	0	1	0	0	0	0
SGB13567	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Oceanospirillaceae|g__Marinomonas|s__Marinomonas_polaris|t__SGB13567	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	Marinomonas_polaris	2	3	1	1	0	0	2	3
SGB99154	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_SGB99154|t__SGB99154	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_SGB99154	1	0	0	1	0	0	0	0
SGB99230	uSGB	Other	k__Bacteria|p__Proteobacteria|c__CFGB65211|o__OFGB65211|f__FGB65211|g__GGB72134|s__GGB72134_SGB99230|t__SGB99230	Bacteria	Proteobacteria	CFGB65211	OFGB65211	FGB65211	GGB72134	GGB72134_SGB99230	2	0	0	1	0	0	1	0
SGB87479	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_sp_FME24|t__SGB87479	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_sp_FME24	5	1	0	3	0	0	2	1
SGB7820	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus_vitulinus|t__SGB7820	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Mammaliicoccus	Mammaliicoccus_vitulinus	19	14	0	10	0	0	9	14
SGB73277	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB73277|t__SGB73277	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB73277	25	0	0	12	0	0	12	1
SGB97747	uSGB	Genus	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter|s__Salegentibacter_SGB97747|t__SGB97747	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	Salegentibacter_SGB97747	3	0	0	1	0	0	2	0
SGB87969	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Garicola|s__Garicola_koreensis|t__SGB87969	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Garicola	Garicola_koreensis	16	1	0	3	0	0	13	1
SGB99204	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB99204|t__SGB99204	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB99204	10	0	0	3	0	0	7	0
SGB99232	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Salinisphaerales|f__Salinisphaeraceae|g__Salinisphaera|s__Salinisphaera_SGB99232|t__SGB99232	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Salinisphaeraceae	Salinisphaera	Salinisphaera_SGB99232	2	0	0	2	0	0	0	0
SGB99180	uSGB	Other	k__Bacteria|p__Proteobacteria|c__CFGB22152|o__OFGB22152|f__FGB22152|g__GGB72102|s__GGB72102_SGB99180|t__SGB99180	Bacteria	Proteobacteria	CFGB22152	OFGB22152	FGB22152	GGB72102	GGB72102_SGB99180	2	0	0	1	0	0	1	0
SGB11837	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_titanicae|t__SGB11837	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_titanicae	17	12	0	3	0	0	13	13
SGB69390	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Idiomarinaceae|g__Idiomarina|s__Idiomarina_SGB69390|t__SGB69390	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina_SGB69390	2	0	2	2	0	0	0	2
SGB99233	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Endozoicomonadaceae|g__Endozoicomonas|s__Endozoicomonas_SGB99233|t__SGB99233	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Endozoicomonadaceae	Endozoicomonas	Endozoicomonas_SGB99233	1	0	0	1	0	0	0	0
SGB99197	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB99197|t__SGB99197	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB99197	1	0	0	1	0	0	0	0
SGB97710	uSGB	Genus	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_SGB97710|t__SGB97710	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_SGB97710	2	0	1	1	0	0	2	0
SGB100212	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_SGB100212|t__SGB100212	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria_SGB100212	1	0	0	1	0	0	0	0
SGB100211	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Kushneria|s__Kushneria_SGB100211|t__SGB100211	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Kushneria	Kushneria_SGB100211	1	0	0	1	0	0	0	0
SGB100010	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_SGB100010|t__SGB100010	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	Psychrobacter_SGB100010	1	0	0	1	0	0	0	0
SGB99069	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB99069|t__SGB99069	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium_SGB99069	30	0	0	18	0	0	12	0
SGB94440	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_SGB94440|t__SGB94440	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_SGB94440	7	0	1	5	0	0	3	0
SGB100202	ufSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_SGB100202|t__SGB100202	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_SGB100202	1	0	0	1	0	0	0	0
SGB98817	uSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB44049|o__OFGB44049|f__FGB44049|g__GGB71820|s__GGB71820_SGB98817|t__SGB98817	Bacteria	Actinobacteria	CFGB44049	OFGB44049	FGB44049	GGB71820	GGB71820_SGB98817	2	0	0	1	0	0	1	0
SGB99343	uSGB	Other	k__Bacteria|p__Proteobacteria|c__CFGB8185|o__OFGB8185|f__FGB8185|g__GGB72214|s__GGB72214_SGB99343|t__SGB99343	Bacteria	Proteobacteria	CFGB8185	OFGB8185	FGB8185	GGB72214	GGB72214_SGB99343	2	0	0	1	0	0	1	0
SGB100275	uSGB	Family	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__GGB72839|s__GGB72839_SGB100275|t__SGB100275	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	GGB72839	GGB72839_SGB100275	3	0	0	1	0	0	2	0
SGB33716	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_nuruki|t__SGB33716	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium_nuruki	4	1	0	1	0	0	2	2
SGB100282	ufSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB64980|o__OFGB64980|f__FGB64980|g__GGB72845|s__GGB72845_SGB100282|t__SGB100282	Bacteria	Actinobacteria	CFGB64980	OFGB64980	FGB64980	GGB72845	GGB72845_SGB100282	1	0	0	1	0	0	0	0
SGB23998	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Acidipropionibacterium|s__Acidipropionibacterium_virtanenii|t__SGB23998	Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium_virtanenii	1	1	0	1	0	0	0	1
SGB100276	ufSGB	Family	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__GGB72839|s__GGB72839_SGB100276|t__SGB100276	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	GGB72839	GGB72839_SGB100276	1	0	0	1	0	0	0	0
SGB100289	ufSGB	Family	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__GGB72850|s__GGB72850_SGB100289|t__SGB100289	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	GGB72850	GGB72850_SGB100289	1	0	0	1	0	0	0	0
SGB100424	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_SGB100424|t__SGB100424	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_SGB100424	5	0	0	5	0	0	0	0
SGB69234	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB69234|t__SGB69234	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB69234	20	0	1	7	0	0	11	3
SGB100385	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB100385|t__SGB100385	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_SGB100385	8	0	0	1	0	0	7	0
SGB100207	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Oceanospirillales|f__Halomonadaceae|g__Halomonas|s__Halomonas_SGB100207|t__SGB100207	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_SGB100207	8	0	0	5	0	0	3	0
SGB98783	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae|g__Citricoccus|s__Citricoccus_SGB98783|t__SGB98783	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Citricoccus	Citricoccus_SGB98783	21	0	1	5	0	0	17	0
SGB10259	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_grimesii|t__SGB10259	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia_grimesii	3	5	0	1	0	0	0	7
SGB10122	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_terrigena|t__SGB10122	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella_terrigena	9	15	0	5	0	0	3	16
SGB10208	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Obesumbacterium|s__Obesumbacterium_proteus|t__SGB10208	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Obesumbacterium	Obesumbacterium_proteus	7	3	0	2	3	0	2	3
SGB93117	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_fresconis|t__SGB93117	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_fresconis	1	1	0	1	0	0	0	1
SGB96952	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_SGB96952|t__SGB96952	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_SGB96952	5	0	0	4	0	0	1	0
SGB100234	ufSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_SGB100234|t__SGB100234	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Brevibacteriaceae	Brevibacterium	Brevibacterium_SGB100234	1	0	0	1	0	0	0	0
SGB34809	kSGB	Species	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Curtobacterium|s__Curtobacterium_sp_S6|t__SGB34809	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	Curtobacterium_sp_S6	11	1	0	2	0	0	9	1
SGB10083	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii|t__SGB10083	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	133	476	147	4	107	2	2	641
SGB10439	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_osloensis|t__SGB10439	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella_osloensis	52	16	2	1	11	0	22	36
SGB100496	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB9039|o__OFGB9039|f__FGB9039|g__GGB26873|s__GGB26873_SGB100496|t__SGB100496	Bacteria	Firmicutes	CFGB9039	OFGB9039	FGB9039	GGB26873	GGB26873_SGB100496	1	0	0	1	0	0	0	0
SGB48635	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis|t__SGB48635	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	1	1	0	1	0	0	0	1
SGB100452	ufSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Alkalibacterium|s__Alkalibacterium_SGB100452|t__SGB100452	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium_SGB100452	1	0	0	1	0	0	0	0
SGB12213	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB12213	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fluorescens	8	13	0	1	0	0	7	13
SGB12165	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_proteolytica|t__SGB12165	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_proteolytica	5	18	0	4	0	0	1	18
SGB100384	ufSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10328|o__OFGB10328|f__FGB10328|g__GGB72936|s__GGB72936_SGB100384|t__SGB100384	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB72936	GGB72936_SGB100384	2	0	0	2	0	0	0	0
SGB7239	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_farciminis|t__SGB7239	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_farciminis	1	3	0	1	0	0	0	3
SGB29552	kSGB	Species	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Companilactobacillus|s__Companilactobacillus_zhongbaensis|t__SGB29552	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_zhongbaensis	1	1	0	1	0	0	0	1
SGB99636	uSGB	Genus	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_SGB99636|t__SGB99636	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	Moraxella_SGB99636	4	0	0	2	0	0	2	0
SGB96891	uSGB	Genus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_SGB96891|t__SGB96891	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	Jeotgalicoccus_SGB96891	16	0	0	2	0	0	14	0
SGB10258	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_proteamaculans|t__SGB10258	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia_proteamaculans	18	9	9	4	2	0	14	16
SGB69387	kSGB	Species	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_hibernica|t__SGB69387	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_hibernica	9	1	2	7	0	0	2	3
SGB69232	uSGB	Genus	k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium|s__Brachybacterium_SGB69232|t__SGB69232	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermabacteraceae	Brachybacterium	Brachybacterium_SGB69232	1	0	2	1	0	0	0	2
SGB97402	uSGB	Genus	k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB97402|t__SGB97402	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_SGB97402	4	0	0	3	0	0	1	0
SGB96913	ufSGB	Other	k__Bacteria|p__Firmicutes|c__CFGB34299|o__OFGB34299|f__FGB34299|g__GGB71178|s__GGB71178_SGB96913|t__SGB96913	Bacteria	Firmicutes	CFGB34299	OFGB34299	FGB34299	GGB71178	GGB71178_SGB96913	1	0	0	1	0	0	0	0
SGB69233	uSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB10328|o__OFGB10328|f__FGB10328|g__GGB49332|s__GGB49332_SGB69233|t__SGB69233	Bacteria	Actinobacteria	CFGB10328	OFGB10328	FGB10328	GGB49332	GGB49332_SGB69233	37	0	2	26	0	0	12	1
SGB99036	uSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB44020|o__OFGB44020|f__FGB44020|g__GGB71983|s__GGB71983_SGB99036|t__SGB99036	Bacteria	Actinobacteria	CFGB44020	OFGB44020	FGB44020	GGB71983	GGB71983_SGB99036	21	0	0	16	0	0	5	0
SGB98739	uSGB	Other	k__Bacteria|p__Actinobacteria|c__CFGB48225|o__OFGB48225|f__FGB48225|g__GGB71772|s__GGB71772_SGB98739|t__SGB98739	Bacteria	Actinobacteria	CFGB48225	OFGB48225	FGB48225	GGB71772	GGB71772_SGB98739	30	0	0	1	0	0	29	0
