mag	dataset_name	sample_id	sgb_id	Unknown	Level of assigned taxonomy	superkingdom	phylum	class	order	family	genus	species	genome_size	# contigs	N50 (contigs)	completeness	contamination	GC	strain_heterogeneity
MASTER_WP4_CSIC_2__P2599__bin.20	MASTER_WP4_CSIC_2	P2599	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1611236	85	34619	94.02173913	0.5434782609	0.4221212783	0
LeechJ_xxxx__AF63__bin.8	LeechJ_xxxx	AF63	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1742150	168	15518	96.4673913	1.268115942	0.4209580117	100
MASTER_WP4_UNINA_1__PT008_71775__bin.9	MASTER_WP4_UNINA_1	PT008_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1736342	94	33822	98.64130435	0	0.4205179625	0
DeFilippisF_xxxx__DF_7__bin.2	DeFilippisF_xxxx	DF_7	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1759486	150	17741	83.01630435	2.445652174	0.4191530936	0
MASTER_WP4_UNINA_1__TO013_71775__bin.14	MASTER_WP4_UNINA_1	TO013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1327985	361	4124	67.78181978	1.902173913	0.4174226366	20
MASTER_WP4_TEAGASC_1__TGS01-29__bin.1	MASTER_WP4_TEAGASC_1	TGS01-29	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1675523	88	30504	96.73913043	0.2717391304	0.4213794738	0
MASTER_WP4_TEAGASC_1__TGS01-30__bin.11	MASTER_WP4_TEAGASC_1	TGS01-30	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1373519	49	40022	77.7173913	0	0.420836552	0
MASTER_WP4_UNINA_1__SF013_71775__bin.7	MASTER_WP4_UNINA_1	SF013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1581456	171	11429	60.68965517	0	0.4191801732	0
DeFilippisF_xxxx__DS_55__bin.14	DeFilippisF_xxxx	DS_55	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1757645	231	11156	75.05747126	0	0.4217802799	0
DeFilippisF_xxxx__DS_57__bin.5	DeFilippisF_xxxx	DS_57	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1545086	202	10289	65.86206897	1.724137931	0.4216949736	0
DeFilippisF_xxxx__DS_63__bin.2	DeFilippisF_xxxx	DS_63	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1027241	54	26838	55.17241379	0	0.4215700113	0
DeFilippisF_xxxx__DS_71__bin.3	DeFilippisF_xxxx	DS_71	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1130019	64	26456	75.32141187	1.086956522	0.4228893496	100
MASTER_WP4_UNINA_1__FI009_71775__bin.3	MASTER_WP4_UNINA_1	FI009_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	985475	41	53959	50	0	0.4206245719	0
DeFilippisF_xxxx__DS_108__bin.2	DeFilippisF_xxxx	DS_108	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1655328	101	23452	90.5050777	0	0.4200611601	0
DeFilippisF_xxxx__DS_112__bin.11	DeFilippisF_xxxx	DS_112	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1725518	97	26746	94.69950267	1.086956522	0.4201347074	100
DeFilippisF_xxxx__DS_120__bin.7	DeFilippisF_xxxx	DS_120	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1633840	147	15935	91.69702434	1.086956522	0.421185673	66.67
MASTER_WP4_CSIC_2__P2611__bin.7	MASTER_WP4_CSIC_2	P2611	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1350894	291	5131	75.06092216	0.2717391304	0.4213898352	100
DeFilippisF_xxxx__DF_47__bin.6	DeFilippisF_xxxx	DF_47	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1794044	86	36116	99.45652174	0	0.4217639032	0
FerrocinoI_2018__SRS1779545__bin.4	FerrocinoI_2018	SRS1779545	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1511414	193	9680	87.33431351	0.8152173913	0.4227101244	100
PfeferT_xxxx__SRS2870567__bin.7	PfeferT_xxxx	SRS2870567	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1737750	152	17481	99.72826087	1.902173913	0.4209477773	50
PfeferT_xxxx__SRS2870593__bin.5	PfeferT_xxxx	SRS2870593	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1696084	253	8799	94.41123188	1.630434783	0.4207810462	25
PfeferT_xxxx__SRS2870594__bin.11	PfeferT_xxxx	SRS2870594	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1768483	127	19644	98.91304348	0.5434782609	0.4207182088	100
MASTER_WP4_CSIC_1__P2245_73323__bin.25	MASTER_WP4_CSIC_1	P2245_73323	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1420995	76	34343	73.36956522	0	0.4202759334	0
MASTER_WP4_CSIC_1__P2250_73323__bin.3	MASTER_WP4_CSIC_1	P2250_73323	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1796069	62	55414	99.45652174	0	0.4194042656	0
MASTER_WP4_UNINA_1__MV011_71775__bin.17	MASTER_WP4_UNINA_1	MV011_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1261529	46	43158	80.97826087	0	0.4225166445	0
MASTER_WP4_FFoQSI_1__DC18-F-AR__bin.13	MASTER_WP4_FFoQSI_1	DC18-F-AR	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1500621	137	16237	91.12318841	0	0.4225077485	0
MASTER_WP4_FFoQSI_1__DC18-F-BR__bin.7	MASTER_WP4_FFoQSI_1	DC18-F-BR	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1553933	149	16014	93.05124224	0.9963768116	0.422831615	100
MASTER_WP4_UNINA_2__V-27__bin.1	MASTER_WP4_UNINA_2	V-27	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1788099	61	47690	97.2826087	0.5434782609	0.4195768803	0
AlvarezOrdonezA_xxxx__Q04-27__bin.9	AlvarezOrdonezA_xxxx	Q04-27	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1034565	298	3851	53.01462905	0	0.4219048586	0
AlvarezOrdonezA_xxxx__Q04-28__bin.15	AlvarezOrdonezA_xxxx	Q04-28	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1005163	289	3649	68.60830745	3.668478261	0.4243988288	80
AlvarezOrdonezA_xxxx__Q04-30__bin.6	AlvarezOrdonezA_xxxx	Q04-30	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1563372	241	8422	91.46286232	0.5610098177	0.4255941644	66.67
AlvarezOrdonezA_xxxx__Q05-27__bin.5	AlvarezOrdonezA_xxxx	Q05-27	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1308212	338	4599	78.06261688	0.2717391304	0.428568917	100
AlvarezOrdonezA_xxxx__Q07-27__bin.6	AlvarezOrdonezA_xxxx	Q07-27	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1011539	298	3697	61.19506779	0	0.4311301888	0
MASTER_WP4_TEAGASC_1__TGS06-22__bin.6	MASTER_WP4_TEAGASC_1	TGS06-22	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1520976	231	9202	88.7023726	1.358695652	0.421535251	0
MASTER_WP4_CSIC_2__P2588__bin.21	MASTER_WP4_CSIC_2	P2588	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1767332	119	22089	98.91304348	1.086956522	0.4218618799	0
MASTER_WP4_CSIC_2__P2624__bin.12	MASTER_WP4_CSIC_2	P2624	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1529678	388	4506	76.75376094	2.445652174	0.4209984062	16.67
MASTER_WP4_CSIC_2__P2627__bin.5	MASTER_WP4_CSIC_2	P2627	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1285695	352	3887	60.79693448	2.241847826	0.4218294386	0
MASTER_WP4_CSIC_2__P2628__bin.12	MASTER_WP4_CSIC_2	P2628	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1619768	120	25451	91.57608696	0.5434782609	0.4225629843	100
MASTER_WP4_CSIC_2__P2630__bin.1	MASTER_WP4_CSIC_2	P2630	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1566209	105	25492	95.10869565	0.9239130435	0.4233802768	0
MASTER_WP4_CSIC_2__P2644__bin.1	MASTER_WP4_CSIC_2	P2644	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1690633	122	20366	98.36956522	1.358695652	0.4215444748	66.67
DeFilippisF_xxxx__DF_28__bin.10	DeFilippisF_xxxx	DF_28	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1658893	136	17569	97.01086957	2.396245059	0.4235318372	73.33
DeFilippisF_xxxx__DF_95__bin.5	DeFilippisF_xxxx	DF_95	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1706601	159	15478	95.47101449	0.9057971014	0.4216609506	75
MASTER_WP4_TEAGASC_1__TGS08-29__bin.36	MASTER_WP4_TEAGASC_1	TGS08-29	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1735883	127	18342	98.36956522	0.2717391304	0.4221540277	100
WalshAM_2020__ERS3466739__bin.3	WalshAM_2020	ERS3466739	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1742645	102	27076	97.82608696	0.1358695652	0.4214059662	100
WalshAM_2020__ERS3466740__bin.2	WalshAM_2020	ERS3466740	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1249269	338	4109	65.73557403	0.4528985507	0.4171207322	0
WalshAM_2020__ERS3466742__bin.5	WalshAM_2020	ERS3466742	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1821505	123	22605	98.09782609	3.260869565	0.4211089182	30
WalshAM_2020__ERS3466743__bin.1	WalshAM_2020	ERS3466743	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1579964	162	13230	88.4057971	1.902173913	0.4224539293	100
WalshAM_2020__ERS3466748__bin.4	WalshAM_2020	ERS3466748	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1410272	221	8091	83.05750351	0	0.4231616312	0
WalshAM_2020__ERS3466751__bin.5	WalshAM_2020	ERS3466751	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1760970	118	25293	97.37318841	0	0.4197669466	0
MASTER_WP4_UNINA_1__FO013_71775__bin.7	MASTER_WP4_UNINA_1	FO013_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1995857	104	54406	96.73913043	0	0.420171385	0
MASTER_WP4_CSIC_1__P2248_73323__bin.1	MASTER_WP4_CSIC_1	P2248_73323	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1044899	332	3371	58.90000865	1.902173913	0.4234839922	0
MASTER_WP4_CSIC_2__P2567__bin.3	MASTER_WP4_CSIC_2	P2567	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1884223	111	28391	94.02173913	3.985507246	0.4186298543	15.38
DeFilippisF_xxxx__DS_84__bin.7	DeFilippisF_xxxx	DS_84	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1651700	68	36426	92.39130435	0	0.4198353212	0
DeFilippisF_xxxx__DS_91__bin.24	DeFilippisF_xxxx	DS_91	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1249648	253	5998	84.2998306	1.268115942	0.4239105732	100
DeFilippisF_xxxx__DS_97__bin.3	DeFilippisF_xxxx	DS_97	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1741025	178	13779	91.01767651	0.8152173913	0.4210887265	100
MASTER_WP4_UNINA_2__V-23.1__bin.4	MASTER_WP4_UNINA_2	V-23.1	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1781922	60	44402	99.45652174	0.5434782609	0.4193556171	0
MASTER_WP4_UNINA_2__V-24.1__bin.12	MASTER_WP4_UNINA_2	V-24.1	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1742856	56	44789	99.45652174	0.5434782609	0.4198275704	0
MASTER_WP4_UNINA_2__V-25.1__bin.22	MASTER_WP4_UNINA_2	V-25.1	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1726696	60	42812	98.91304348	0	0.4206913087	0
MASTER_WP4_UNINA_2__V-26.1__bin.13	MASTER_WP4_UNINA_2	V-26.1	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1782676	58	43251	99.45652174	0	0.4202597668	0
MASTER_WP4_UNINA_2__V-28__bin.14	MASTER_WP4_UNINA_2	V-28	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1758494	65	41684	96.73913043	0.5434782609	0.4201890936	0
MASTER_WP4_UNINA_2__V-30__bin.26	MASTER_WP4_UNINA_2	V-30	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1805937	123	26159	98.91304348	1.086956522	0.4206691596	0
AlvarezOrdonezA_xxxx__R03-19__bin.18	AlvarezOrdonezA_xxxx	R03-19	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1650356	217	11487	77.01149425	0	0.4216859878	0
AlvarezOrdonezA_xxxx__F06-19__bin.2	AlvarezOrdonezA_xxxx	F06-19	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1945326	265	10432	88.93904862	5	0.4162346054	50
DeFilippisF_xxxx__DS_66__bin.15	DeFilippisF_xxxx	DS_66	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1861251	265	9192	90.11699278	2.717391304	0.4220591419	87.5
AlvarezOrdonezA_xxxx__F05-18__bin.4	AlvarezOrdonezA_xxxx	F05-18	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1781538	207	13107	70.8045977	0	0.4218158692	0
AlvarezOrdonezA_xxxx__F05-19__bin.3	AlvarezOrdonezA_xxxx	F05-19	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1574769	228	10188	80.48589342	0	0.4232023871	0
DeFilippisF_xxxx__DS_50__bin.10	DeFilippisF_xxxx	DS_50	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1581051	221	10461	86.06725629	1.358695652	0.4211590897	75
DeFilippisF_xxxx__DS_64__bin.15	DeFilippisF_xxxx	DS_64	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1451546	258	6977	59.1954023	0	0.4233086654	0
MASTER_WP4_UNINA_1__SF011_73417__bin.10	MASTER_WP4_UNINA_1	SF011_73417	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1522451	199	9617	78.62778	1.105072464	0.421658234	66.67
MASTER_WP4_UNINA_1__SP109_71775__bin.11	MASTER_WP4_UNINA_1	SP109_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1709815	163	14326	72.78474399	0	0.419224302	0
DeFilippisF_xxxx__DS_2__bin.8	DeFilippisF_xxxx	DS_2	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1270930	163	9353	60.34482759	0	0.4240737098	0
DeFilippisF_xxxx__DS_70__bin.5	DeFilippisF_xxxx	DS_70	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1078444	90	19182	51.72413793	3.448275862	0.4218420242	50
DeFilippisF_xxxx__DS_87__bin.3	DeFilippisF_xxxx	DS_87	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1681746	154	15825	94.20043199	2.463768116	0.4207686535	42.86
DeFilippisF_xxxx__DS_10__bin.2	DeFilippisF_xxxx	DS_10	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1177345	73	20500	68.26018809	0	0.4211017161	0
DeFilippisF_xxxx__DS_53__bin.7	DeFilippisF_xxxx	DS_53	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1551108	202	9409	73.43260188	1.724137931	0.4224006323	100
PfeferT_xxxx__SRS2870579__bin.4	PfeferT_xxxx	SRS2870579	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1896134	87	37216	98.91304348	0	0.41918029	0
PfeferT_xxxx__SRS2870592__bin.7	PfeferT_xxxx	SRS2870592	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1711302	196	12149	97.82608696	0.6104169323	0.4210063449	20
PfeferT_xxxx__SRS2870595__bin.3	PfeferT_xxxx	SRS2870595	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1915951	145	18052	99.45652174	1.630434783	0.4185879493	60
PfeferT_xxxx__SRS2870596__bin.9	PfeferT_xxxx	SRS2870596	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1698917	189	13565	94.34899486	0.5434782609	0.4203489635	0
PfeferT_xxxx__SRS2870597__bin.6	PfeferT_xxxx	SRS2870597	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1546878	232	9149	90.57971014	1.358695652	0.4206621337	0
MASTER_WP4_CSIC_1__P2167_73322__bin.2	MASTER_WP4_CSIC_1	P2167_73322	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1792099	92	32751	99.45652174	0.4076086957	0.4204505443	100
MASTER_WP4_CSIC_1__P2170_73322__bin.4	MASTER_WP4_CSIC_1	P2170_73322	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1637239	133	17941	95.92391304	0.6793478261	0.4224325221	100
MASTER_WP4_UNINA_1__FI109_71775__bin.2	MASTER_WP4_UNINA_1	FI109_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1464297	122	14382	91.85252204	1.086956522	0.4232290307	66.67
MASTER_WP4_UNINA_1__ST007_71775__bin.12	MASTER_WP4_UNINA_1	ST007_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1506424	168	12283	70.68965517	3.448275862	0.4240990584	50
MASTER_WP4_UNINA_1__TA003_71775__bin.13	MASTER_WP4_UNINA_1	TA003_71775	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1581418	153	14532	93.29710145	0.2038043478	0.422583403	100
AlvarezOrdonezA_xxxx__F02-18__bin.4	AlvarezOrdonezA_xxxx	F02-18	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1482305	312	5953	51.72413793	3.448275862	0.427331757	0
AlvarezOrdonezA_xxxx__F06-18__bin.1	AlvarezOrdonezA_xxxx	F06-18	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1507259	207	9858	58.67816092	0	0.4228005937	0
AlvarezOrdonezA_xxxx__Q01-30__bin.16	AlvarezOrdonezA_xxxx	Q01-30	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1748139	177	14086	98.64130435	1.358695652	0.4233513468	100
AlvarezOrdonezA_xxxx__R03-18__bin.20	AlvarezOrdonezA_xxxx	R03-18	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1641988	221	11140	73.56321839	1.724137931	0.4222491273	100
DeFilippisF_xxxx__DF_8__bin.4	DeFilippisF_xxxx	DF_8	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1775352	80	41064	97.2826087	0	0.4193405026	0
DeFilippisF_xxxx__DS_106__bin.9	DeFilippisF_xxxx	DS_106	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1731201	207	11792	69.88505747	0	0.4208038235	0
DeFilippisF_xxxx__DS_49__bin.5	DeFilippisF_xxxx	DS_49	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1573708	88	25657	87.55259467	0.8152173913	0.4211232325	100
DeFilippisF_xxxx__DS_56__bin.9	DeFilippisF_xxxx	DS_56	SGB7249	kSGB	Species	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	1547879	136	18159	91.74595712	0.652173913	0.4219018412	66.67
