clade_name	LiYM_2020__ERR3427609	LiYM_2020__ERR3427610	LiYM_2020__ERR3427611	LiYM_2020__ERR3427612	LiYM_2020__ERR3427613	LiYM_2020__ERR3427614	LiYM_2020__ERR3427615	LiYM_2020__ERR3427616	LiYM_2020__ERR3427617	LiYM_2020__ERR3427618	LiYM_2020__ERR3427619	LiYM_2020__ERR3427620	LiYM_2020__ERR3427621	LiYM_2020__ERR3427622	LiYM_2020__ERR3427623	LiYM_2020__ERR3427624	LiYM_2020__ERR3427626	LiYM_2020__ERR3427625
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_citreum|t__SGB7122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362	0.00122	0.12941	0.58655	0.0212	3.16414	0.19816	0.0	0.46355	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_formosensis|t__SGB7981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0343	0.0	0.0	0.10448	0.05946	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis|t__SGB7858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_manosquense|t__SGB2641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri|t__SGB7980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01735	0.0	0.0	0.37746	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii|t__SGB10370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01125	0.38503	0.00683	0.0	0.0	0.0	0.0	45.04207	0.03291	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_curvatus|t__SGB7249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.0	0.25712	0.20791	0.0	0.01161	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Kaistella|s__Kaistella_yananensis|t__SGB21897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_raffinolactis|t__SGB7989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01063	0.05505	0.03896	0.77553	0.01741	5.96247	0.07403	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_varani|t__SGB8213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_epidermidis|t__SGB7865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Kurthia|s__Kurthia_zopfii|t__SGB25135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_pasteuri|t__SGB7855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_iniae|t__SGB8227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_bovoculi|t__SGB10425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Moraxella|s__Moraxella_porci|t__SGB10422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_buchneri|t__SGB7220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	5.13961	8.57393	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_parvus|t__SGB10366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04568	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_fallax|t__SGB29566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pseudosolanacearum|t__SGB12917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB10131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00091	0.0	0.04939	0.0	0.0	0.0	0.0	0.0	0.04229	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_amyesii|t__SGB10383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_vulgatus|t__SGB1814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_anthophila|t__SGB10185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.89519	0.05051	0.0	0.0	0.0	0.04796	0.0	1.86004	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_eucrina|t__SGB10168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77734	0.02552	0.02455	0.02505	0.0	0.14249	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_xiamenensis|t__SGB10315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08412	0.0	0.0	0.10426	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiales_unclassified|g__Hyphomicrobiales_unclassified|s__Hyphomicrobiales_bacterium|t__SGB11081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.60536	0.12493	0.06994	0.0	0.0	0.0234	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_septica|t__SGB10165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43554	0.0	0.0	0.0	0.0	0.0	0.0	0.28994	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_kanungonis|t__SGB22974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2535	0.0	0.0	0.0	0.0	0.0	0.0	0.00288	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_SGB73465|t__SGB73465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2523	0.13301	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_kristinae|t__SGB16673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24282	0.95017	0.00589	0.0	0.0	0.15044	0.0	0.0	1.18005
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila|t__SGB9954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20775	0.0	0.0	0.0	0.0	0.02745	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_calcoaceticus|t__SGB10350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20629	0.04427	0.0084	0.02479	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_cryocrescens|t__SGB23242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20567	0.04572	0.01674	0.0	0.0	0.06688	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_agglomerans|t__SGB10187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17658	0.18492	1.79486	0.00822	0.0	0.25369	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_seohaensis|t__SGB10316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_deleyi|t__SGB206333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15948	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_oleivorans|t__SGB10351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11721	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_dispersa|t__SGB10172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10664	0.02724	0.0	0.00042	0.0	0.0	0.99467	4.54498	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_taiwanensis|t__SGB31055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_ludwigii|t__SGB10127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08399	0.07513	0.03181	0.01812	0.0	0.22647	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_electrica|t__SGB10125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07862	0.0008	0.0	0.0	0.0	0.0	0.0	30.4983	1.4927
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_testaceum|t__SGB16892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07214	0.01337	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_oryzihabitans|t__SGB12308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06891	0.04883	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Endobacter|s__Endobacter_medicaginis|t__SGB89948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06631	0.0	0.0	0.0	0.0	0.0	0.0	0.2214	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_panni|t__SGB111724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05859	0.00105	0.00497	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae|g__Chryseobacterium|s__Chryseobacterium_taeanense|t__SGB2606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_piersonii|t__SGB31209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_hankookensis|t__SGB11671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04187	0.06045	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_atacamensis|t__SGB12194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04055	0.02181	1.46774	0.39454	0.0	0.0279	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_courvalinii|t__SGB10356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__SGB7967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fluorescens|t__SGB12301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03103	0.02517	0.03163	0.18789	0.0	1.54012	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_enclense|t__SGB16897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0308	0.06768	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae|g__Aureimonas|s__Aureimonas_ureilytica|t__SGB32170	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03055	0.03959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_rodasii|t__SGB10176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02893	0.0	0.0	0.0	0.0	0.12866	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_parapaucimobilis|t__SGB11678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02878	0.03739	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_guerrae|t__SGB31346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02693	0.0	0.22102	3.84436	0.0	0.64947	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea|s__Pantoea_endophytica|t__SGB10177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02539	0.08379	0.64559	0.00271	0.0	0.14417	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii|t__SGB10402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_arborescens|t__SGB23872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02154	0.01673	0.0	0.0	0.0	0.02724	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_carnis|t__SGB12127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.71572	2.88732	0.34892	0.81907	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_seifertii|t__SGB10345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01985	0.0	0.0	0.0	0.0	0.0	0.0	0.13624	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_chengduensis|t__SGB31333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__SGB23264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_P8_3_8|t__SGB165531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01872	0.0	0.0	0.0	0.0	0.08214	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_populi|t__SGB11395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_pseudosanguinis|t__SGB90166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01619	0.01364	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_yabuuchiae|t__SGB11680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0159	0.03531	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_bereziniae|t__SGB10379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01416	0.0	0.0	0.0	0.0	0.0	0.0	0.02078	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_baylyi|t__SGB10373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01409	0.0	0.0	0.0	0.0	0.0	0.0	0.00103	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylobacterium|s__Methylobacterium_radiotolerans|t__SGB11386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fulva|t__SGB12271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fulva|t__SGB12272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01133	0.02293	0.00675	0.0062	0.0	0.02842	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_farsensis|t__SGB89129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01107	0.00112	0.0	0.0	0.0	0.23109	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_haemolyticus|t__SGB10369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae|g__Methylorubrum|s__Methylorubrum_salsuginis|t__SGB11391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Dermacoccaceae|g__Dermacoccus|s__Dermacoccus_nishinomiyaensis|t__SGB16007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.30793	0.0	0.0	0.0	0.06021	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_portucalensis|t__SGB10084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00955	0.0065	0.0726	0.0039	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_amnigena|t__SGB10142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00868	0.08111	0.07309	0.05022	0.0	0.06283	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00846	0.01281	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_simiae|t__SGB12145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00775	0.00437	0.15789	0.11624	0.0	1.45715	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_fragi|t__SGB12107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00744	0.0	0.12647	1.9942	0.0	0.36342	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Xanthomonas|s__Xanthomonas_campestris|t__SGB12430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.38488	1.55149	0.2633	0.0	0.89117	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_NKUCC02_KPG|t__SGB99153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00631	0.0	0.08266	0.43646	0.0	0.0	0.0	0.0	0.0
