clade_name	GardonH_2025__ERR12057277	GardonH_2025__ERR12057276	GardonH_2025__ERR12057280	GardonH_2025__ERR12057279	GardonH_2025__ERR12057278	GardonH_2025__ERR12057281	GardonH_2025__ERR12057283	GardonH_2025__ERR12057282	GardonH_2025__ERR12057287	GardonH_2025__ERR12057285	GardonH_2025__ERR12057284	GardonH_2025__ERR12057286	GardonH_2025__ERR12057292	GardonH_2025__ERR12057290	GardonH_2025__ERR12057291	GardonH_2025__ERR12057288	GardonH_2025__ERR12057289	GardonH_2025__ERR12057295	GardonH_2025__ERR12057296	GardonH_2025__ERR12057293	GardonH_2025__ERR12057294	GardonH_2025__ERR12057301	GardonH_2025__ERR12057298	GardonH_2025__ERR12057300	GardonH_2025__ERR12057299	GardonH_2025__ERR12057302	GardonH_2025__ERR12057304	GardonH_2025__ERR12057305	GardonH_2025__ERR12057303	GardonH_2025__ERR12057309	GardonH_2025__ERR12057308	GardonH_2025__ERR12057307	GardonH_2025__ERR12057306	GardonH_2025__ERR12057313	GardonH_2025__ERR12057311	GardonH_2025__ERR12057310	GardonH_2025__ERR12057312	GardonH_2025__ERR12057315	GardonH_2025__ERR12057314	GardonH_2025__ERR12057316	GardonH_2025__ERR12057317	GardonH_2025__ERR12057318	GardonH_2025__ERR12057321	GardonH_2025__ERR12057322	GardonH_2025__ERR12057323	GardonH_2025__ERR12057319	GardonH_2025__ERR12057320	GardonH_2025__ERR12057325	GardonH_2025__ERR12057324	GardonH_2025__ERR12057326	GardonH_2025__ERR12057327	GardonH_2025__ERR12057331	GardonH_2025__ERR12057330	GardonH_2025__ERR12057329	GardonH_2025__ERR12057328	GardonH_2025__ERR12057335	GardonH_2025__ERR12057334	GardonH_2025__ERR12057332	GardonH_2025__ERR12057333	GardonH_2025__ERR12057339	GardonH_2025__ERR12057337	GardonH_2025__ERR12057338	GardonH_2025__ERR12057336	GardonH_2025__ERR12057343	GardonH_2025__ERR12057340	GardonH_2025__ERR12057341	GardonH_2025__ERR12057342	GardonH_2025__ERR12057346	GardonH_2025__ERR12057344	GardonH_2025__ERR12057347	GardonH_2025__ERR12057345	GardonH_2025__ERR12057350	GardonH_2025__ERR12057351	GardonH_2025__ERR12057349	GardonH_2025__ERR12057348	GardonH_2025__ERR12057355	GardonH_2025__ERR12057354	GardonH_2025__ERR12057353	GardonH_2025__ERR12057352	GardonH_2025__ERR12057357	GardonH_2025__ERR12057359	GardonH_2025__ERR12057360	GardonH_2025__ERR12057356	GardonH_2025__ERR12057361	GardonH_2025__ERR12057363	GardonH_2025__ERR12057364	GardonH_2025__ERR12057362	GardonH_2025__ERR12057365	GardonH_2025__ERR12057366	GardonH_2025__ERR12057367	GardonH_2025__ERR12057369	GardonH_2025__ERR12057370	GardonH_2025__ERR12057368	GardonH_2025__ERR12057371	GardonH_2025__ERR12057374	GardonH_2025__ERR12057373	GardonH_2025__ERR12057375	GardonH_2025__ERR12057372	GardonH_2025__ERR12057376	GardonH_2025__ERR12057377	GardonH_2025__ERR12057378	GardonH_2025__ERR12057379	GardonH_2025__ERR12057380	GardonH_2025__ERR12057381	GardonH_2025__ERR12057382	GardonH_2025__ERR12057383	GardonH_2025__ERR12057384	GardonH_2025__ERR12057385	GardonH_2025__ERR12057386	GardonH_2025__ERR12057387	GardonH_2025__ERR12057388	GardonH_2025__ERR12057389	GardonH_2025__ERR12057390	GardonH_2025__ERR12057391	GardonH_2025__ERR12057392	GardonH_2025__ERR12057393	GardonH_2025__ERR12057394	GardonH_2025__ERR12057395	GardonH_2025__ERR12057396	GardonH_2025__ERR12057397	GardonH_2025__ERR12057398	GardonH_2025__ERR12057399	GardonH_2025__ERR12057400	GardonH_2025__ERR12057401	GardonH_2025__ERR12057403	GardonH_2025__ERR12057402	GardonH_2025__ERR12057404	GardonH_2025__ERR12057405	GardonH_2025__ERR12057406	GardonH_2025__ERR12057407	GardonH_2025__ERR12057408	GardonH_2025__ERR12057409	GardonH_2025__ERR12057410	GardonH_2025__ERR12057411	GardonH_2025__ERR12057412	GardonH_2025__ERR12057413	GardonH_2025__ERR12057414	GardonH_2025__ERR12057415	GardonH_2025__ERR12057416	GardonH_2025__ERR12057417	GardonH_2025__ERR12057418	GardonH_2025__ERR12057419	GardonH_2025__ERR12057420	GardonH_2025__ERR12057421
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus|t__SGB7929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01805	0.0	0.24783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93956	0.0	0.0	0.00067	0.0	0.00103	0.0	0.0	3.93813	0.0	0.81478	0.0	0.0	0.07063	0.36563	0.79592	0.0	0.0	0.0	0.0	0.0	0.0	0.02062	0.0	0.0	0.0	0.0	0.03211	0.01266	0.0	0.31029	0.0	0.0	0.0	0.0	0.18009	0.13757	0.56416	0.0	0.0	0.0	0.18889	0.0	0.0	0.12677	0.0	0.0	0.0	0.0	0.0	0.0	0.01875	0.0	0.0	0.0	0.46332	0.0	0.44235	0.0	0.0	0.0	0.0	0.0	0.0	0.00463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.00821	0.0	0.0	0.0	0.0	0.0	0.0	0.00538	0.0	0.0	0.00437	0.0	0.0	0.0	0.06822	0.0	0.0	0.0	0.18608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31609	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Hafniaceae|g__Hafnia|s__Hafnia_paralvei|t__SGB10207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04911	0.01402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02813	0.0	1.37576	0.0	0.0536	0.0	0.15378	0.52268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07918	0.0	0.0	6.24431	0.1501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07194	0.42394	0.00518	0.0	0.0	0.05038	0.0	0.03109	0.0	0.27207	0.0	0.0	0.0	0.0	0.0	0.6125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.0	0.00479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__SGB7966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00277	0.00891	0.00063	0.01444	0.0	0.0	0.00041	0.0	0.0	0.0	0.0	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11811	0.0	0.56148	0.0	0.0	0.06125	0.0	0.4181	0.0	0.0	0.0	0.0	0.0	0.0	0.10909	0.0	0.0	0.0	0.0	0.12726	0.0	0.0	1.52403	0.0	0.0	0.0	0.0	0.04398	0.24821	0.0	0.0	0.0	0.00217	0.0	0.0	0.00793	0.15144	0.0	0.0	0.01859	0.02031	0.00492	0.0	0.00827	0.0	0.0798	0.0	0.0	0.0	0.02679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029	0.0	0.0	0.0	0.0	0.43832	0.0	0.00682	0.0	0.0	0.0	0.11855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03484	0.0	0.0	0.0	0.0	0.22944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Loigolactobacillus|s__Loigolactobacillus_coryniformis|t__SGB7198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14015	0.0	0.0	0.01421	0.0	0.0	0.0	0.1445	0.0	0.11771	0.12462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27521	0.66446	0.0	0.0	0.0	0.33773	0.0	0.0	0.10463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02498	0.0	0.0	0.0	0.0	0.0	0.01454	0.0	0.0	0.00582	0.0	0.0205	0.01573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lentilactobacillus|s__Lentilactobacillus_sunkii|t__SGB7219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_devriesei|t__SGB7928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02353	0.22412	0.0	0.0	0.0	0.02092	0.0	0.0	0.0	0.0	0.08096	2.3716	0.00252	0.0	0.0	0.0	0.0	0.0	0.0644	0.0	0.0	0.21178	0.0	0.0	0.0	0.0	0.75027	0.0	0.0	0.0	0.0	0.0029	0.0	0.11323	0.0	0.0	0.0	0.0	0.16627	0.0	0.0	8.42765	0.0	0.0	0.0	0.0	0.00374	0.00675	0.18049	0.0	0.0	0.0	0.03075	0.0	0.0	0.0	0.0	0.13381	0.03485	0.15362	0.54385	0.0	0.0	0.0	0.0	0.0	0.70138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__SGB8021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus|s__Lactiplantibacillus_paraplantarum|t__SGB7201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02156	0.0	0.10218	0.19854	0.0	0.05567	0.0	0.0	0.0	0.0	2.15531	0.0	0.0	0.0	0.01703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36554	0.0	0.00168	0.0	0.00806	0.0	0.0	0.0	0.0	0.0389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022	0.48313	0.0	0.0	0.0	0.01121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01332	0.10409	0.0095	0.00248	0.23411	0.01617	0.24944	0.02761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae|t__SGB8219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00987	0.0	0.23426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00155	0.0	0.0	0.0	0.0	0.0	0.00323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00976	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Pichiaceae|g__Pichia|s__Pichia_kudriavzevii|t__EUK4909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13119	0.0	0.0	0.0	0.30027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB71232|s__GGB71232_SGB96971|t__SGB96971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales|f__Aspergillaceae|g__Penicillium|s__Penicillium_roqueforti|t__EUK5082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.83452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09871	0.29489	0.0	0.0	0.01044	2.44122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36379	1.42995	0.24985	0.0	0.0	0.87731	0.19117	0.0	0.0	0.0	0.0	0.0	0.05759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.38563	0.0	0.0	0.0	0.06214	22.28889	2.52986	1.90756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02662	0.05371	0.22049	0.0021	0.13193	0.2171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Saccharomyces|s__Saccharomyces_cerevisiae|t__EUK4932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02549	0.0	0.00294	0.0	1.02179	0.13839	0.01259	0.02354	0.0	0.54182	0.30709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_kobei|t__SGB10133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2192	0.00076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Metschnikowiaceae|g__Clavispora|s__Clavispora_lusitaniae|t__EUK36911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21244	0.0	0.0	0.0	0.0	0.0	0.00017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14067	0.0	0.32669	0.0	0.0	0.00099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parauberis|t__SGB8228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15074	0.0	0.0	0.0	0.06351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00358	0.00825	0.0	0.0	0.0	0.00981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5727	0.0	0.0	0.0	0.0	0.0	0.1191	0.0	0.0	0.0	0.0	0.0	0.00738	0.0	0.0	0.0	0.00129	0.0	0.01201	0.0	0.09773	0.0	0.00732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09852	0.0	0.0	0.0	0.0	0.09456	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_paramesenteroides|t__SGB7118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09863	0.00752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.70501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00948	0.0	0.0	0.09778	0.0	0.0	0.0	0.00037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0	0.0	0.0	0.00285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09221	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
